qid,abstractqueryexpansion,abstractqueryexpansion.qld.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18,method.19,metric.19,query.19,method.20,metric.20,query.20,method.21,metric.21,query.21
404,Ireland  peace talks ,0.1507,5,rm3.topn10.10.0.5.qld,0.171,declar ireland talk british unionist peac irish northern ira fein sinn ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.1675,"{'ireland,': 2, 'talk': 2, 'that': 2.0, 'peac': 2, 'ireland': 1.493, 'presid': 1.338, 'northern': 1.31, 'peopl': 1.275, 'irish': 1.239, 'prime': 1.204, 'thank': 1.169, 'allparti': 1.0} ",docluster.topn10.3.qld,0.1616,ireland  peace talks govern he we ,onfields.topn3.10.2.25.1.qld,0.1596,"{'talk': 2, 'ireland,': 2, 'govern': 2.0, 'peac': 2, 'ireland': 1.765, 'declar': 1.684, 'british': 1.531, 'northern': 1.48, 'joint': 1.408, 'irish': 1.296, 'fein': 1.265, 'sinn': 1.265, 'exclus': 1.071} ",anchor.topn3,0.1551,ireland peace talks killeevi donaghcump  i ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,cosmic events ,0.06,4,rm3.topn10.10.0.5.qld,0.2035,space astronom univers matter cosmic comet event fox earth particl ,relevancefeedback.topn10.qld,0.1098,cosmic events energi radiat fox earth particl space festiv univers star have ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.0726,"{'event': 2, 'ev': 2.0, 'cosmic': 2, 'ray': 1.96, 'neutrino': 1.568, 'shower': 1.37, 'gammaray': 1.366, 'snr': 1.322, 'flux': 1.304, 'particl': 1.286, 'detector': 1.242, 'energi': 1.194} ",wordnet.topn3,0.062,cosmic events result case outcome ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Parkinson s disease ,0.4493,2,relevancefeedback.topn10.qld,0.5349,parkinson s disease parkinson diseas he i abort brain cell ,rm3.topn10.10.0.5.qld,0.5166,udal transplant cell patient drug diseas brain research caus parkinson ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,poaching  wildlife preserves ,0.3118,3,onfields.topn3.10.2.25.1.qld,0.447,"{'preserv': 2, 'poaching,': 2, 'poach': 2.0, 'wildlif': 2, 'tiger': 1.829, 'kenya': 1.659, 'eleph': 1.659, 'poacher': 1.463, 'leakey': 1.439, 'bone': 1.366, 'conservationist': 1.293, 'ranthambhor': 1.171, 'ivori': 1.0} ",rm3.topn10.10.0.5.qld,0.3858,leakei kenya park tiger preserv poach wildlif eleph ivori conserv anim ,glove.topn3,0.3157,poaching wildlife preserves poachers shmahn conservation wetlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,tropical storms ,0.0896,10,onfields.topn3.10.2.25.1.qld,0.1927,"{'tropic': 2, 'storm': 2, 'flood': 1.571, 'wind': 1.429, 'hurrican': 1.393, 'mph': 1.393, 'carolina': 1.321, 'lili': 1.179, 'augusta': 1.179, 'hattera': 1.143, 'pincer': 1.107} ",word2vec.topn3,0.171,tropical storms subtropical hurricanes cyclones ,glove.topn3,0.1605,tropical storms storm cyclone floods ,rm3.topn10.10.0.5.qld,0.1556,depress storm banana flood wind center hurrican tropic coast carolina ,relevancefeedback.topn10.qld,0.12300000000000001,tropical storms storm tropic said hurrican banana ,glove.topn3.replace,0.1156,storm cyclone floods ,word2vec.topn3.replace,0.1134,subtropical hurricanes cyclones ,tagmee.topn3.replace,0.1069,Tropical cyclone Tropical cyclone ,sensedisambiguation,0.1022,tropical storms storm ,tagmee.topn3,0.0979,tropical storms Tropical cyclone Tropical cyclone ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,legal  Pan Am ,0.0355,6,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.0881,"{'am,': 2, 'legal,': 2, 'pan': 2, '103': 2, 'suspect': 2.0, 'justic': 1.64, 'bomb': 1.52, 'washington': 1.48, 'accus': 1.28, 'handov': 1.24, 'albright': 1.24, 'usi': 1.2, 'secretari': 1.0} ",rm3.topn10.10.0.5.qld,0.0793,lockerbi syrian bomb airlin flight pan legal am threat plane ,wiki.topn3,0.0706,legal pan     lockheed l     constellation civil aeronautics board eastern air lines Pan American World Airways aviation accidents and incidents in scotland terrorist incidents in      airliner bombings Pan Am Flight ,docluster.topn10.3.qld,0.0467,legal  pan am      bomb threat said commiss ,tagmee.topn3,0.0385,legal pan     Pan American World Airways Pan Am Flight ,relevancefeedback.topn10.qld,0.037000000000000005,legal  pan am      commiss bomb threat said syrian airlin ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Schengen agreement ,0.8313,7,wordnet.topn3.replace,0.8852,schengen accord correspondence ,bertqe.topn10.qld,0.8788,"{'Schengen agreement': 1.5, 'schengen freetravel accord agreed': 1.0, 'schengen agreement abolition': 0.9844410584727524, 'signatories schengen freetravel': 0.9670618263364393, 'schengen signatory countries france  germany ': 0.7405635436889461, '1001 schengen agreement': 0.6226719391678834} ",termluster.topn5.3.qld,0.8636,schengen agreement border control countri ,docluster.topn10.3.qld,0.858,schengen agreement control minist ,word2vec.topn3,0.8558,schengen agreement Shengen eea non Schengen agreeement ,anchor.topn3,0.8412,schengen agreement pre schengen hlinecko india e tourist canthophri somileptu non circumv ,onfields.topn3.10.2.25.1.qld,0.8388,"{'agreement': 2, 'schengen': 2, 'border': 1.477, 'system': 1.432, 'committe': 1.409, 'execut': 1.341, 'villag': 1.205, 'luxembourg': 1.159, 'provis': 1.136, 'respons': 1.136, 'zimmer': 1.091, 'villepin': 1.068} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,salvaging  shipwreck  treasure ,0.223,2,onfields.topn3.10.2.25.1.qld,0.3122,"{'shipwreck,': 2, 'salvaging,': 2, 'treasur': 2, 'gold': 2.0, 'coin': 1.875, 'ship': 1.5, 'wreck': 1.375, 'salvag': 1.375, 'bar': 1.344, 'maravilla': 1.312, 'humphrey': 1.281, 'marex': 1.125, 'dispers': 1.094} ",wordnet.topn3,0.23199999999999998,salvaging shipwreck treasure save salve scavenge wreck hoarded wealth value appreciate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,airport security ,0.214,1,docluster.topn10.3.qld,0.2231,airport security secur ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,steel production ,0.1128,4,onfields.topn3.10.2.25.1.qld,0.2252,"{'product': 2, 'steel': 2, 'cost': 1.416, 'price': 1.398, 'furnac': 1.367, 'blast': 1.301, 'iron': 1.259, 'ton': 1.241, 'yen': 1.193, 'hshape': 1.084, 'increas': 1.072} ",tagmee.topn3,0.1229,steel production Steel Steel ,conceptluster.topn5.3.qld,0.1203,steel production steel ,tagmee.topn3.replace,0.1186,Steel Steel ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Cuba  sugar  exports ,0.2246,3,bertqe.topn10.qld,0.2731,"{'Cuba sugar exports': 1.5, 'last september  cuba exported 615m': 1.0, 'cuban sugar organisation  cubazucar  said': 0.9980551839851424, 'tonnes extra cuban sugar': 0.9980320225661446, 'cuba sells sugar would ': 0.9975433895788374, 'sugar sector cuba ': 0.988928413383281} ",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.2523,"{'sugar,': 2, 'cuba,': 2, 'export': 2, 'sugar': 2.0, 'cuba': 1.902, 'product': 1.648, 'percent': 1.472, 'ton': 1.394, 'cuban': 1.352, 'agricultur': 1.261, 'increas': 1.202, '199899': 1.176, '199798': 1.104} ",wordnet.topn3,0.2398,cuba sugar exports Republic of Cuba saccharify boodle pelf ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,drugs  Golden Triangle ,0.2181,3,rm3.topn10.10.0.5.qld,0.7769,network un drug triangl golden chines khun sa narcot cooper china myanmar ,relevancefeedback.topn10.qld,0.4004,drugs  golden triangle fundamentalist drug heroin said sa ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.266,"{'triangl': 2, 'golden': 2, 'drugs,': 2, 'drug': 2.0, 'china': 1.86, 'heroin': 1.67, 'kong': 1.5, 'hong': 1.5, 'narcot': 1.42, 'chines': 1.41, 'prc': 1.39, 'traffick': 1.39, 'enforc': 1.36, 'increas': 1.33} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Three Gorges Project ,0.3626,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,creativity ,0.3155,1,wordnet.topn3,0.3538,creativity creative thinking ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,quilts  income ,0.4258,8,bertqe.topn10.qld,0.5206,"{'quilts income': 1.5, ' 500  1500  depending': 1.0, 'range  400 almost': 0.7023742513094222, 'quilting assn   p   text   date ': 0.5486589059213957, ' p   p  custom quilts cost': 0.250417480867413, 'farms quilting': 0.17101545653537006} ",onfields.topn3.10.2.25.1.qld,0.4946,"{'incom': 2, 'quilts,': 2, 'quilt': 2.0, 'pattern': 1.114, 'stitch': 1.093, 'weinraub': 1.093, 'turgeon': 1.086, 'there': 1.079, 'guild': 1.079, 'quilter': 1.071, 'handmad': 1.05, 'piecemak': 1.036, 'oldfashion': 1.021} ",termluster.topn5.3.qld,0.4801,quilts income made ,conceptnet.topn3.replace,0.441,quilts tax profit ,word2vec.topn3.replace,0.4365,quilts earnings ,sensedisambiguation,0.4362,quilts quilt   income ,docluster.topn10.3.qld,0.4362,quilts  income quilt ,relevancefeedback.topn10.qld,0.4318,quilts  income quilt from retir ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,recycle  automobile tires ,0.0975,6,word2vec.topn3.replace,0.1911,recycle car tyres ,word2vec.topn3,0.1302,recycle automobile tires car tyres ,onfields.topn3.10.2.25.1.qld,0.1298,"{'recycle,': 2, 'automobil': 2, 'tire': 2, 'recycl': 1.377, 'dump': 1.188, 'scrap': 1.174, 'oxford': 1.145, 'retread': 1.087, 'dispos': 1.087, 'lackawanna': 1.087, 'propos': 1.072, 'filben': 1.058} ",tagmee.topn3,0.1004,recycle automobile tires Recycling Car Tire ,conceptluster.topn5.3.qld,0.1004,recycle automobile tires car recycling tire ,sensedisambiguation,0.0985,recycle   automobile car tires tire ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,carbon monoxide poisoning ,0.4075,5,onfields.topn3.10.2.25.1.qld,0.5072,"{'poison': 2, 'carbon': 2, 'monoxid': 2, 'quantum': 1.607, 'goldstein': 1.25, 'heater': 1.25, 'calexico': 1.214, 'costar': 1.214, 'manoguerra': 1.179, 'pykl': 1.179, 'gasdetector': 1.071} ",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.4966,"{'poison': 2, 'carbon': 2, 'monoxid': 2, 'fatal': 1.25, 'health': 1.241, 'death': 1.241, 'houseboat': 1.167, 'unintent': 1.12, 'nceh': 1.102, 'diseas': 1.074, 'releas': 1.046} ",docluster.topn10.3.qld,0.4258,carbon monoxide poisoning said he ,conceptnet.topn3,0.4194,carbon monoxide poisoning an element ophidism ,sensedisambiguation.replace,0.4086,carbon paper monoxide poisoning ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,industrial waste disposal ,0.0599,11,stem.porter,0.1179,industri wast dispos ,stem.porter2,0.1179,industri wast dispos ,bertqe.topn10.qld,0.1021,"{'industrial waste disposal': 1.5, 'waste disposal industry': 1.0, 'waste disposal industry encouraging ': 0.9866080254040278, 'waste disposal': 0.9755637873820581, 'including industrial commercial waste ': 0.9472972262942898, 'waste disposal contractors ': 0.9225085509854574} ",tagmee.topn3.replace,0.0987,Industrial waste Waste management ,wiki.topn3,0.0971,industrial waste disposal surfacwater wasttreatment list of wasttypes Industrial waste landfill landfill gas water treatment Waste management ,tagmee.topn3,0.0912,industrial waste disposal Industrial waste Waste management ,conceptluster.topn5.3.qld,0.0912,industrial waste disposal industrial waste waste management ,word2vec.topn3,0.0745,industrial waste disposal agricultural non industrial waster waste ,wiki.topn3.replace,0.0684,surfacwater wasttreatment list of wasttypes Industrial waste landfill landfill gas water treatment Waste management ,glove.topn3.replace,0.0671,manufacturing disposal waste ,glove.topn3,0.0631,industrial waste disposal manufacturing disposal waste ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,art  stolen  forged ,0.1669,7,onfields.topn3.10.2.25.1.qld,0.4442,"{'forg': 2, 'stolen,': 2, 'art,': 2, 'art': 2.0, 'stolen': 1.522, 'that': 1.359, 'museum': 1.315, 'theft': 1.293, 'paint': 1.228, 'thiev': 1.196, 'gardner': 1.141, 'hous': 1.12, 'alr': 1.12, 'emson': 1.076} ",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.3565,"{'forg': 2, 'stolen,': 2, 'art,': 2, 'art': 2.0, 'work': 1.37, 'museum': 1.285, 'loot': 1.248, 'stolen': 1.212, 'nazi': 1.188, 'jewish': 1.145, 'databas': 1.121, 'restitut': 1.109, 'holocaust': 1.097, 'spoliat': 1.085} ",bertqe.topn10.qld,0.3166,"{'art stolen forged': 1.5, 'oriental tribal sculpture stolen': 1.0, 'stolen paintings included works': 0.9939231380720418, 'stealing art works become': 0.9931655963734867, 'stolen work art ': 0.9929465013864333, 'painting stolen': 0.9776857366540336} ",tagmee.topn3,0.2616,art stolen forged Art Art theft Forgery ,conceptluster.topn5.3.qld,0.2616,art stolen forged art theft forgery art ,rm3.topn10.10.0.5.qld,0.2266,stolen paint polic museum forg theft ventura regist ticket art cel ,tagmee.topn3.replace,0.1867,Art Art theft Forgery ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Milosevic  Mirjana Markovic ,0.6526,1,sensedisambiguation,0.6602,Milosevic   Mirjana Markovic markov ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,suicides ,0.1392,2,word2vec.topn3,0.2226,suicides murder suicides ,word2vec.topn3.replace,0.2069,murder suicides ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,counterfeiting money ,0.4444,1,wiki.topn3,0.4458,counterfeiting money counterfeit money counterfeit money forgery Counterfeit money counterfeit money counterfeit money forgery Counterfeit money ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,law enforcement  dogs ,0.0332,11,tagmee.topn3.replace,0.2677,Police Police dog ,tagmee.topn3,0.2303,law enforcement dogs Police Police dog ,conceptluster.topn5.3.qld,0.2303,law enforcement dogs police police dog ,relevancefeedback.topn10.qld,0.0977,law enforcement  dogs beach dog drug said sai ,bertqe.topn10.qld,0.0911,"{'law enforcement dogs': 1.5, 'dogs drug arrests ': 1.0, 'border patrol canine   p ': 0.42070801546975045, 'doberman pinschers german shepherds ': 0.3907674189911015, 'police dog   p   p   re': 0.3590185983310717, 'police dog': 0.2775804599448643} ",sensedisambiguation,0.0869,law police enforcement   dogs pawl ,docluster.topn10.3.qld,0.0573,law enforcement  dogs beach dog ,wordnet.topn3,0.0552,law enforcement dogs police practice of law natural law give chase wienerwurst hot dog ,stem.trunc4,0.0407,law enfo   dogs ,stem.trunc5,0.0407,law enfor   dogs ,termluster.topn5.3.qld,0.0399,law enforcement dogs dog enforc said said law dog said law enforc ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,UV damage  eyes ,0.1582,12,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.4163,"{'eye': 2, 'damage,': 2, 'uv': 2, 'sun': 1.75, 'ozon': 1.454, 'skin': 1.417, 'radiat': 1.375, 'cancer': 1.231, 'melanoma': 1.204, 'overexposur': 1.157, 'cataract': 1.139, 'stratospher': 1.13, 'atmospher': 1.12} ",onfields.topn3.10.2.25.1.qld,0.332,"{'damage,': 2, 'glass': 2.0, 'eye': 2, 'uv': 2, 'protect': 1.758, 'sunglass': 1.576, 'ray': 1.545, 'lens': 1.515, 'ultraviolet': 1.303, 'ozon': 1.273, 'increas': 1.212, 'purpos': 1.152} ",relevancefeedback.topn10.qld,0.3084,uv damage  eyes protect pound ozon ash america ey star do ,sensedisambiguation.replace,0.2809,ultraviolet wrong   eye ,sensedisambiguation,0.2575,UV ultraviolet damage wrong   eyes eye ,conceptnet.topn3,0.2027,uv damage eyes ultraviolet uvc harm corrode reading a newspaper head face ,glove.topn3,0.1999,uv damage eyes ultraviolet sunlight caused lips ,word2vec.topn3,0.1985,uv damage eyes ultra violet ultraviolet UV damange harm ears half shut ,wordnet.topn3,0.1984,uv damage eyes UV ultraviolet illumination ultraviolet equipment casualty price center eyeball ,tagmee.topn3,0.1979,uv damage eyes Ultraviolet Diabetic retinopathy ,conceptluster.topn5.3.qld,0.1979,uv damage eyes diabetic retinopathy ultraviolet ,anchor.topn3,0.1918,uv damage eyes photocycl irradiation  ultraviolet ,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,declining birth rates ,0.2168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Legionnaires  disease ,0.4432,6,glove.topn3,0.5621,legionnaires disease ooooooooooooooooooooooooooooooooooooooo illness ,conceptnet.topn3,0.54,legionnaires disease legionnaires disease illness ,conceptnet.topn3.replace,0.4694,legionnaires illness ,word2vec.topn3,0.4482,legionnaires disease infection ,sensedisambiguation,0.4478,Legionnaires legionnaire   disease ,termluster.topn5.3.qld,0.4478,legionnaires disease diseas legionnair ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,killer bee attacks ,0.603,8,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.7292,"{'killer': 2, 'attack': 2, 'bee': 2, 'african': 1.346, 'honey': 1.329, 'sting': 1.325, 'dog': 1.154, 'clip': 1.15, 'pet': 1.098, 'ahb': 1.085, 'hive': 1.077, 'utah': 1.06} ",anchor.topn3,0.6982,killer bee attacks obrechyonnykh pre retir   organized   cormansi jongrachatawiboon  dahliatown ,tagmee.topn3,0.6736,killer bee attacks Africanized bee September    attacks ,conceptluster.topn5.3.qld,0.6736,killer bee attacks september    attacks africanized bee ,termluster.topn5.3.qld,0.6508,killer bee attacks african bee said african killer said ,relevancefeedback.topn10.qld,0.6444,killer bee attacks have ,onfields.topn3.10.2.25.1.qld,0.643,"{'attack': 2, 'killer': 2, 'bee': 2, 'african': 1.284, 'pearson': 1.129, 'hive': 1.095, 'inspector': 1.086, 'sting': 1.078, 'swarm': 1.06, 'beekeep': 1.052, 'mussen': 1.034, 'theyr': 1.034} ",tagmee.topn3.replace,0.6131,Africanized bee September    attacks ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,robotic technology ,0.4749,1,bertqe.topn10.qld,0.5076,"{'robotic technology': 1.5, 'robotic technology always': 1.0, 'space robot technology using': 0.8545004585221605, 'space robot technology mitsubishi electric': 0.8241527586197915, 'robot technology expected': 0.6866340483061856, 'technology enable robots': 0.5249338901024032} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,profiling  motorists  police ,0.0018,14,tagmee.topn3,0.022000000000000002,profiling motorists police Racial profiling Driving Police ,conceptluster.topn5.3.qld,0.022000000000000002,profiling motorists police driving police racial profiling ,tagmee.topn3.replace,0.0167,Racial profiling Driving Police ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.0159,"{'motorists,': 2, 'profiling,': 2, 'polic': 2, 'state': 1.73, 'dept': 1.528, 'trooper': 1.459, 'stop': 1.327, 'shall': 1.288, 'search': 1.265, 'racial': 1.253, 'profil': 1.191, 'arrest': 1.161, 'motorist': 1.112} ",word2vec.topn3,0.0135,profiling motorists police pedestrians cops policemen ,wiki.topn3,0.0112,profiling motorists police findlaw hatcrime mumia abu jamal Racial profiling seat belt auto mechanic moped Driving publisafety crime prevention law enforcement Police ,onfields.topn3.10.2.25.1.qld,0.0104,"{'motorists,': 2, 'profiling,': 2, 'polic': 2, 'drug': 2.0, 'court': 1.852, 'toll': 1.704, 'search': 1.481, 'souter': 1.481, 'electron': 1.444, 'motorist': 1.333, 'attorneygener': 1.148, 'incar': 1.111, 'europeanwid': 1.111} ",conceptnet.topn3,0.0101,profiling motorists police identification chief ,glove.topn3,0.0049,profiling motorists police stereotyping k      pedestrians drivers officers policemen ,wordnet.topn3,0.0048,profiling motorists police automobilist law patrol ,word2vec.topn3.replace,0.0041,profiling pedestrians cops policemen ,wiki.topn3.replace,0.0037,findlaw hatcrime mumia abu jamal Racial profiling seat belt auto mechanic moped Driving publisafety crime prevention law enforcement Police ,relevancefeedback.topn10.qld,0.0037,profiling  motorists  police drug court toll polic said penalti nunn black park ,wordnet.topn3.replace,0.0019,profiling automobilist constabulary patrol police force ,,,,,,,,,,,,,,,,,,,,,
433,Greek  philosophy  stoicism ,0.1381,1,stem.krovetz,0.1975,greece   philosophy   stoicism ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Estonia  economy ,0.3882,4,onfields.topn3.10.2.25.1.qld,0.5309,"{'economi': 2, 'estonia,': 2, 'price': 2.0, 'invest': 1.958, 'estonia': 1.958, 'increas': 1.833, 'kroon': 1.812, 'balanc': 1.646, 'billion': 1.479, 'dgp': 1.188, 'signific': 1.146, 'purchas': 1.146, 'enterpris': 1.125} ",termluster.topn5.3.qld,0.4984,estonia economy economi invest kroon kroon invest estonia ,relevancefeedback.topn10.qld,0.4625,estonia  economy invest price estonia bank per have our percent he ,rm3.topn10.10.0.5.qld,0.4258,estonian incom estonia currenc kroon economi soviet fuel investor percent ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,curbing population growth ,0.0693,7,rm3.topn10.10.0.5.qld,0.2587,curb abort birth famili billion egypt confer growth popul women percent ,docluster.topn10.3.qld,0.1674,curbing population growth countri popul ,relevancefeedback.topn10.qld,0.1607,curbing population growth popul countri should per ,onfields.topn3.10.2.25.1.qld,0.1337,"{'growth': 2, 'curb': 2, 'popul': 2, 'cairo': 1.195, 'fertil': 1.195, 'sadik': 1.195, 'contracept': 1.171, 'increas': 1.171, 'unfpa': 1.171, 'demograph': 1.146, 'industrialis': 1.098, 'univers': 1.098} ",stem.trunc5,0.1259,curbi popul growt ,termluster.topn5.3.qld,0.1203,curbing population growth world women countri develop ,conceptnet.topn3,0.0922,curbing population growth people number morphogenesis foliation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,railway accidents ,0.0488,4,glove.topn3,0.0763,railway accidents rail railroad fatalities ,word2vec.topn3,0.0672,railway accidents railroad fatalities incidents ,conceptnet.topn3,0.0603,railway accidents railroad happen anytime happen to anybody moving a car ,bertqe.topn10.qld,0.0539,"{'railway accidents': 1.5, 'accidents railway trains': 1.0, '1988 clapham junction accident': 0.684721435803301, 'accidents   railtrack  company formed': 0.4094482984364289, 'accident tracks': 0.37981235670414176, 'result railway accidents': 0.30138644930979636} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,deregulation  gas  electric ,0.0346,2,termluster.topn5.3.qld,0.0379,deregulation gas electric would price industri power market gener ,onfields.topn3.10.2.25.1.qld,0.0367,"{'gas,': 2, 'deregulation,': 2, 'electr': 2, 'ga': 2.0, 'competit': 1.426, 'deregul': 1.185, 'tpa': 1.185, 'rexrodt': 1.167, 'liberalis': 1.167, 'oppos': 1.148, 'suppli': 1.111, 'energi': 1.037, 'thirdparti': 1.0} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,tourism  increase ,0.222,1,bertqe.topn10.qld,0.22699999999999998,"{'tourism increase': 1.5, 'number tourists increased': 1.0, 'earnings tourism increased': 0.9937421141249824, 'tourism promotion programme increase': 0.9866310475068955, 'tourism  23 billion': 0.8358116893946388, 'average tourism revenue topped 467': 0.6189315469034653} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,inventions  scientific discoveries ,0.0146,6,wiki.topn3,0.0166,inventions scientific discoveries inventions statof thart signature Invention science technology physics Science consilience memetics     s Discovery  observation ,sensedisambiguation,0.0159,inventions invention   scientific discoveries discovery ,glove.topn3,0.0154,inventions scientific discoveries innovations research science inventions ,tagmee.topn3,0.0151,inventions scientific discoveries Invention Science Discovery  observation ,conceptluster.topn5.3.qld,0.0151,inventions scientific discoveries science discovery observation invention ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.0147,"{'inventions,': 2, 'discoveri': 2, 'scientif': 2, 'po': 2.0, '1': 1.437, 'research': 1.345, 'describ': 1.247, 'univers': 1.224, 'invent': 1.178, 'grade': 1.172, 'licens': 1.08, 'theori': 1.069} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,child labor ,0.0867,5,wiki.topn3,0.1721,child labor debt bondage sweatshop exploitation Child labour ,tagmee.topn3.replace,0.1494,Child labour ,wiki.topn3.replace,0.1293,debt bondage sweatshop exploitation Child labour ,tagmee.topn3,0.0949,child labor Child labour ,conceptluster.topn5.3.qld,0.0949,child labor child labour ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Lyme disease ,0.4443,3,docluster.topn10.3.qld,0.4614,lyme disease tick diseas ,termluster.topn5.3.qld,0.456,lyme disease diseas tick tick lyme ,relevancefeedback.topn10.qld,0.4484,lyme disease tick diseas arthriti percent repel ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,heroic acts ,0.0179,10,glove.topn3.replace,0.1003,heroism hero such ,glove.topn3,0.086,heroic acts heroism hero such ,thesaurus.topn3,0.0389,heroic acts  bold courageous  action deed ,stem.lovins,0.033,hero act ,stem.paicehusk,0.033,hero act ,stem.trunc4,0.033,hero acts ,word2vec.topn3,0.0321,heroic acts heroism courageous valiant actions crimes ,relevancefeedback.topn10.qld,0.0259,heroic acts he hunt our we nation uniti honggang ,word2vec.topn3.replace,0.0255,heroism courageous valiant actions crimes ,sensedisambiguation,0.0216,heroic heroic verse acts act ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
