qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18,method.19,metric.19,query.19,method.20,metric.20,query.20,method.21,metric.21,query.21
QALD2_tr-72,Which languages are spoken in Estonia,0.4316,8,termluster.topn5.3.bm25,0.5341,languages spoken estonia spoken estonian estonia estonia languag estonian languag spoken estonian,tagmee.topn3.replace,0.4568,The Pillars of the Earth  miniseries,thesaurus.topn3,0.4492,languages spoken estonia,anchor.topn3,0.4492,languages spoken estonia,thesaurus.topn3.replace,0.4492,languages spoken estonia,anchor.topn3.replace,0.4492,languages spoken estonia,docluster.topn10.3.bm25,0.4473,which languages are spoken in estonia  languag,tagmee.topn3,0.4429,languages spoken estonia Language Speech Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-73,Who owns Aldi,0.445,10,bertqe.topn10.bm25,1.0,"{'Who owns Aldi': 1.5, 'karl albrecht owned aldi': 1.0, 'aldi nord owner': 1.0, 'brother karl albrecht owned aldi': 0.7777777777777778, 'albrecht owned aldi': 0.6666666666666666, 'aldi inc aldi usa aldis': 0.33333333333333326}",onfields.topn3.10.1.1.bm25,0.7322,"{'own': 2, 'who': 2, 'aldi': 2, 'supermarket': 1.615, 'albrecht': 1.48, 'theo': 1.331, 'chain': 1.324, 'store': 1.291, 'discount': 1.27, 'essen': 1.223, 'nord': 1.182, 'netto': 1.182, 'markendiscount': 1.074}",tagmee.topn3,0.5812,owns aldi Aldi,thesaurus.topn3,0.5033,owns aldi,anchor.topn3,0.5033,owns aldi,conceptnet.topn3,0.5033,owns aldi,thesaurus.topn3.replace,0.5033,owns aldi,anchor.topn3.replace,0.5033,owns aldi,conceptnet.topn3.replace,0.5033,owns aldi,conceptluster.topn5.3.bm25,0.5033,owns aldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-74,Which capitals in Europe were host cities of the summer olympic games,0.0519,13,wordnet.topn3,0.1288,capitals europe host cities summer olympic games capital letter cap uppercase EC European Economic Community EEC master of ceremonies server horde urban center metropolis summertime Olympian biz bet on plot,tagmee.topn3.replace,0.1166,    Magnum Hunting,adaponfields.topn3.exgov2.4.0.25.10.1.1.bm25,0.0849,"{'game': 2, 'summer': 2, 'the': 2, 'of': 2, 'host': 2, 'were': 2, 'europ': 2, 'in': 2, 'capit': 2, 'which': 2, 'citi': 2, 'olymp': 2, 'student': 2.0, 'point': 1.692, 'bid': 1.51, 'barcelona': 1.401, 'present': 1.372, 'teacher': 1.251, 'discuss': 1.235, 'handout': 1.146, 'committe': 1.109}",wiki.topn3.replace,0.0845,     s w magnum      winchester magnum      bore     Magnum dog sports blood sports hunting Hunting,conceptluster.topn5.3.bm25,0.0742,capitals europe host cities summer olympic games summer olympic games,onfields.topn3.10.1.1.bm25,0.07400000000000001,"{'game': 2, 'the': 2, 'of': 2, 'citi': 2, 'were': 2, 'europ': 2, 'in': 2, 'capit': 2, 'which': 2, 'host': 2, 'summer': 2, 'olymp': 2, '1956': 1.257, 'melbourn': 1.183, 'winter': 1.179, '2012': 1.173, 'bid': 1.156, 'ioc': 1.088, 'committe': 1.076, 'hemispher': 1.017}",word2vec.topn3,0.0705,capitals europe host cities summer olympic games capitols cities germany european europe  towns winter autumn spring olympian games,sensedisambiguation,0.0673,Which capitals das kapital in Europe european union were host cities city of the summer olympic games plot,thesaurus.topn3,0.0651,capitals europe host cities summer olympic games,anchor.topn3,0.0651,capitals europe host cities summer olympic games,thesaurus.topn3.replace,0.0651,capitals europe host cities summer olympic games,anchor.topn3.replace,0.0651,capitals europe host cities summer olympic games,wiki.topn3,0.0572,capitals europe host cities summer olympic games cultural concepts peninsulas of asia europe Europe sports reference      summer olympics medal table bronzmedal Summer Olympic Games,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-75,Who has been the  th president of the United States of America,0.0021,19,tagmee.topn3.replace,0.7706,B  F  Skinner,wiki.topn3,0.1854, th president united states america fifth amendment to the united states constitution fourth amendment to thunited states constitution sixth amendment to thunited states constitution Fifth Amendment to the United States Constitution presidency of the united states cabinet of the united states democratiparty vice presidents of the united states President of the United States presidency of the united states cabinet of the united states democratiparty vice presidents of the united states President of the United States superpowers former confederations      establishments in the united states United States,tagmee.topn3,0.1475, th president united states america Fifth Amendment to the United States Constitution President of the United States President of the United States United States,conceptluster.topn5.3.bm25,0.077, th president united states america president united states fifth amendment united states constitution,sensedisambiguation,0.0648,Who has been the  th fifth president president of the united states of the United States state of America united states,rm3.topn10.10.0.5.bm25,0.0427,louisiana ha unit america frank militia indiana  th hous been pittsburgh religion presid elect who episcop state,wordnet.topn3,0.0381, th president united states america fifth chairwoman chairperson link up combine body politic State Department put forward USA U S,wiki.topn3.replace,0.0379,chomsky  surname  daniel dennett darwin s dangerous idea B  F  Skinner,sensedisambiguation.replace,0.0105,Who has been the fifth president of the united states of the united state of united states,glove.topn3,0.0076, th president united states america  th  th vice states u s  united u s  indeed,adaponfields.topn3.exgov2.4.0.25.10.1.1.bm25,0.0063,"{'america': 2, 'state': 2, 'unit': 2, 'of': 2, '5th': 2, 'the': 2, 'been': 2, 'ha': 2, 'who': 2, 'presid': 2, 'that': 1.799, 'mexico': 1.462, 'bush': 1.373, 'fox': 1.367, 'import': 1.302, 'will': 1.249, 'border': 1.231, 'question': 1.183, 'thank': 1.178, 'purpos': 1.107}",thesaurus.topn3,0.0062, th president united states america,anchor.topn3,0.0062, th president united states america,thesaurus.topn3.replace,0.0062, th president united states america,anchor.topn3.replace,0.0062, th president united states america,relevancefeedback.topn10.bm25,0.0061,who has been the  th president of the united states of america  mentor medic titan state american jefferson languag forb quaker colleg,wordnet.topn3.replace,0.0051,fifth chairwoman chairperson link up combine body politic State Department put forward USA U S,glove.topn3.replace,0.0049, th  th vice states u s  united u s  indeed,onfields.topn3.10.1.1.bm25,0.004,"{'america': 2, 'state': 2, 'unit': 2, 'of': 2, 'presid': 2, '5th': 2, 'the': 2, 'been': 2, 'ha': 2, 'who': 2, 'th': 2.0, 'medic': 1.215, 'mentor': 1.153, 'titan': 1.138, 'physician': 1.069, 'rm': 1.064, 'univers': 1.061, 'osteopath': 1.051, 'humayun': 1.043, 'licens': 1.023, 'chaudhri': 1.0}",,,,,,
QALD2_tr-77,Which music albums contain the song Last Christmas,0.0365,9,tagmee.topn3.replace,0.5877,NAACP Image Award,wiki.topn3.replace,0.2692,meet thbrowns  play    th naacp imagawards thmo niqushow NAACP Image Award,tagmee.topn3,0.1886,music albums contain song last christmas Music Album Song Last Christmas,thesaurus.topn3,0.17300000000000001,music albums contain song last christmas,anchor.topn3,0.17300000000000001,music albums contain song last christmas,thesaurus.topn3.replace,0.17300000000000001,music albums contain song last christmas,anchor.topn3.replace,0.17300000000000001,music albums contain song last christmas,conceptluster.topn5.3.bm25,0.1132,music albums contain song last christmas album music song,relevancefeedback.topn10.bm25,0.107,which music albums contain the song last christmas  christma album collect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-78,Give me all books written by Danielle Steel,0.0204,11,thesaurus.topn3,0.3279,give books written danielle steel,anchor.topn3,0.3279,give books written danielle steel,thesaurus.topn3.replace,0.3279,give books written danielle steel,anchor.topn3.replace,0.3279,give books written danielle steel,termluster.topn5.3.bm25,0.3279,give books written danielle steel,sensedisambiguation,0.2168,Give me all books book written publish by Danielle daniel Steel sword,stem.lovins,0.114,giv me al book writ by daniel steel,stem.paicehusk,0.114,giv me al book writ by daniel steel,tagmee.topn3,0.1023,give books written danielle steel Give In to Me Children s literature Screenplay Danielle Steel,tagmee.topn3.replace,0.0969,Scott County  Iowa,word2vec.topn3,0.0495,give books written danielle steel provide novels writen wrote spoken hailey rachael stacy metal iron aluminum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-79,Which airports are located in California  USA,0.4843,7,thesaurus.topn3,0.624,airports located california usa,anchor.topn3,0.624,airports located california usa,thesaurus.topn3.replace,0.624,airports located california usa,anchor.topn3.replace,0.624,airports located california usa,termluster.topn5.3.bm25,0.5955,airports located california usa usa runwai public usa runwai public airport counti locat airport california counti,tagmee.topn3,0.5663,airports located california usa California United States,conceptluster.topn5.3.bm25,0.5613,airports located california usa united states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-80,Give me all Canadian Grunge record labels,0.0009,19,tagmee.topn3.replace,0.2339,Airsoft Glock,wiki.topn3.replace,0.1265,hollow point bullet      caliber airsoft gun Airsoft     gap firearms semi automatipistols of austria   mm auto firearms Glock,thesaurus.topn3,0.025,give canadian grunge record labels,anchor.topn3,0.025,give canadian grunge record labels,thesaurus.topn3.replace,0.025,give canadian grunge record labels,anchor.topn3.replace,0.025,give canadian grunge record labels,word2vec.topn3,0.0192,give canadian grunge record labels provide canada Candian american punk post grunge,glove.topn3,0.0192,give canadian grunge record labels take canada    s goth previous,stem.lovins,0.0156,giv me al canad grung record label,stem.paicehusk,0.0156,giv me al canad grung record label,wiki.topn3,0.0119,give canadian grunge record labels video greatest hits   history foolish beat lovnever felt so good Give In to Me canadian people english canadian european canadian Canadians grunge nirvana  band  alicin chains Grunge record labels independent record label independent record labels Record label,tagmee.topn3,0.0109,give canadian grunge record labels Give In to Me Canadians Grunge Record label,conceptluster.topn5.3.bm25,0.0093,give canadian grunge record labels canadians record label give,conceptnet.topn3.replace,0.0064,offer provide pay canadian dirt music vinyl disc a typewriter,conceptnet.topn3,0.0043,give canadian grunge record labels offer provide pay dirt music vinyl disc a typewriter,word2vec.topn3.replace,0.004,provide canada Candian american punk post grunge record labels,wordnet.topn3,0.0037,give canadian grunge record labels throw make establish Canadian River dirt filth soil enter book record book judge mark,onfields.topn3.10.1.1.bm25,0.0027,"{'label': 2, 'record': 2, 'canadian': 2, 'all': 2, 'me': 2, 'give': 2, 'rock': 2.0, 'grung': 2, 'releas': 1.544, 'sloan': 1.404, 'geffen': 1.351, 'twice': 1.333, 'apolog': 1.316, 'nirvana': 1.298, 'cobain': 1.298, 'utero': 1.158, 'allmus': 1.14}",termluster.topn5.3.bm25,0.0016,give canadian grunge record labels song rock releas album band grung,,,,,,
QALD2_tr-81,Which country has the most official languages,0.078,7,tagmee.topn3.replace,0.4375,United States United States Nairobi,thesaurus.topn3,0.1271,country official languages,anchor.topn3,0.1271,country official languages,thesaurus.topn3.replace,0.1271,country official languages,anchor.topn3.replace,0.1271,country official languages,glove.topn3,0.0974,country official languages nation already according spoken,docluster.topn10.3.bm25,0.0871,which country has the most official languages  languag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-82,In which programming language is GIMP written,0.091,8,tagmee.topn3.replace,0.5119,Asheville  North Carolina,stem.porter,0.3851,in which programm languag is gimp written,rm3.topn10.10.0.5.bm25,0.2625,languag gtk written system window program editor softwar gimp manag which graphic free,wiki.topn3.replace,0.1943,asheville  north carolina asheville metropolitan area winston salem  north carolina Asheville  North Carolina,stem.lovins,0.1575,in which program langu is gimp writ,stem.paicehusk,0.1575,in which program langu is gimp writ,word2vec.topn3,0.1524,programming language gimp written programmers langauge towel folding writen wrote spoken,tagmee.topn3,0.1272,programming language gimp written Programming language GIMP Writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-83,Who produced films starring Natalie Portman,0.2519,10,tagmee.topn3.replace,0.8692,Austin Powers  film series,wiki.topn3.replace,0.5817,austin powers mrs  kensington vanessa kensington Austin Powers  film series,thesaurus.topn3,0.2922,produced films starring natalie portman,anchor.topn3,0.2922,produced films starring natalie portman,thesaurus.topn3.replace,0.2922,produced films starring natalie portman,anchor.topn3.replace,0.2922,produced films starring natalie portman,stem.lovins,0.2915,wh produc film star natali portman,glove.topn3,0.2757,produced films starring natalie portman movies co starring rebecca oly      fhockey natalie http   www nwguild org,docluster.topn10.3.bm25,0.2612,who produced films starring natalie portman  film actress,onfields.topn3.10.1.1.bm25,0.2542,"{'star': 2, 'produc': 2, 'who': 2, 'film': 2, 'natali': 2, 'portman': 2, 'braff': 1.182, 'susser': 1.107, 'releas': 1.096, 'zach': 1.091, 'hesher': 1.059, 'sarsgaard': 1.048, 'largeman': 1.027, 'actorwait': 1.027}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-84,Give me all movies with Tom Cruise,0.0364,10,tagmee.topn3.replace,0.2516,Austin  Texas,thesaurus.topn3,0.1854,give movies tom cruise,anchor.topn3,0.1854,give movies tom cruise,thesaurus.topn3.replace,0.1854,give movies tom cruise,anchor.topn3.replace,0.1854,give movies tom cruise,wordnet.topn3,0.0983,give movies tom cruise throw make establish moving picture picture show motion picture Uncle Tom gobbler sail,tagmee.topn3,0.0826,give movies tom cruise Give In to Me Pokémon  anime  Tom Cruise,glove.topn3,0.0632,give movies tom cruise take films murphy kahg ship,word2vec.topn3,0.0376,give movies tom cruise provide films clancy daley small ship,termluster.topn5.3.bm25,0.037000000000000005,give movies tom cruise tom song band movi song band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-85,In which films did Julia Roberts as well as Richard Gere play,0.7794,5,thesaurus.topn3,0.7935,films julia roberts well richard gere play,anchor.topn3,0.7935,films julia roberts well richard gere play,thesaurus.topn3.replace,0.7935,films julia roberts well richard gere play,anchor.topn3.replace,0.7935,films julia roberts well richard gere play,docluster.topn10.3.bm25,0.7823,in which films did julia roberts as well as richard gere play  film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-86,Give me all female German chancellors,0.0294,12,tagmee.topn3.replace,0.1291,Benjamin Franklin,thesaurus.topn3,0.0859,give female german chancellors,anchor.topn3,0.0859,give female german chancellors,thesaurus.topn3.replace,0.0859,give female german chancellors,anchor.topn3.replace,0.0859,give female german chancellors,wordnet.topn3,0.0848,give female german chancellors throw make establish distaff female person German language High German Chancellor of the Exchequer,wiki.topn3,0.0741,give female german chancellors video greatest hits   history foolish beat lovnever felt so good Give In to Me ethnigroups in germany german people poles Germans chancellors  government  dean  education  doctorate Chancellor,termluster.topn5.3.bm25,0.0688,give female german chancellors love germani,stem.lovins,0.0582,giv me al femal german chancellor,conceptluster.topn5.3.bm25,0.0578,give female german chancellors germans chancellor give,wiki.topn3.replace,0.0483,editors of pennsylvania newspapers   th century united states government officials american colonial writers Benjamin Franklin,tagmee.topn3,0.0463,give female german chancellors Give In to Me Germans Chancellor,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-87,Who wrote the book The pillars of the Earth,0.2024,13,relevancefeedback.topn10.bm25,0.8333,who wrote the book the pillars of the earth  jone anatol zohar novel game follett educ king bamberg,rm3.topn10.10.0.5.bm25,0.8056,histor pillar follett king jone game novel fiction earth who ken book bamberg wrote,tagmee.topn3.replace,0.5909,BMO Harris Bradley Center,termluster.topn5.3.bm25,0.467,wrote book pillars earth earth pillar earth book book pillar,sensedisambiguation,0.4211,Who wrote publish the book script The pillars pillar of the Earth worldly concern,tagmee.topn3,0.3694,wrote book pillars earth The Pillars of the Earth  miniseries,conceptluster.topn5.3.bm25,0.3694,wrote book pillars earth pillars earth miniseries,conceptnet.topn3,0.3333,wrote book pillars earth wrotest write past tense for writing page reading lats planet ground,wiki.topn3.replace,0.2519,marquette golden eagles basketball venues milwaukee panthers men s basketball uw milwaukepanther arena BMO Harris Bradley Center,thesaurus.topn3,0.242,wrote book pillars earth,anchor.topn3,0.242,wrote book pillars earth,thesaurus.topn3.replace,0.242,wrote book pillars earth,anchor.topn3.replace,0.242,wrote book pillars earth,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-89,Give me all soccer clubs in the Premier League,0.0001,6,tagmee.topn3.replace,0.574,Brooklyn Bridge,wiki.topn3.replace,0.1162,visitor attractions in new york city bridges in brooklyn bridges on the national register of historiplaces in new york city Brooklyn Bridge,wiki.topn3,0.0028,give soccer clubs premier league video greatest hits   history foolish beat lovnever felt so good Give In to Me laws of association football physical education association football positions Association football         divizia b         divizia b marian pană Football team football leaguchampionship football leagucup fulham f c  Premier League,glove.topn3,0.0006,give soccer clubs premier league take football basketball leagues prime premiership football,stem.lovins,0.0003,giv me al soccer club in th prem leagu,onfields.topn3.10.1.1.bm25,0.0002,"{'leagu': 2, 'premier': 2, 'the': 2, 'in': 2, 'club': 2, 'all': 2, 'me': 2, 'give': 2, 'fa': 2.0, 'soccer': 2, 'gerrard': 1.466, 'cup': 1.462, 'euro': 1.399, 'uefa': 1.385, 'liverpool': 1.351, 'steven': 1.274, 'fifa': 1.269, 'vacavil': 1.163, 'pdl': 1.067}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-91,Which organizations were founded in,0.0,17,tagmee.topn3.replace,0.381,Butte  Montana,wiki.topn3.replace,0.1809,mining communities in montana butte  montana county seats in montana Butte  Montana,word2vec.topn3,0.0038,organizations founded      organisations groups co founded established cofounded,word2vec.topn3.replace,0.0038,organisations groups co founded established cofounded,glove.topn3,0.0021,organizations founded      organisations established co founded,onfields.topn3.10.1.1.bm25,0.0007,"{'1950': 2, 'in': 2, 'found': 2, 'were': 2, 'which': 2, 'organ': 2, 'communist': 1.67, 'aurora': 1.398, 'boiler': 1.193, 'ktp': 1.193, 'berwachungsverein': 1.17, 'dampfkessel': 1.148, 'kansan': 1.114, 'retzloff': 1.08, 'katajaranta': 1.068, 'dairi': 1.0}",glove.topn3.replace,0.0004,organisations established co founded,thesaurus.topn3,0.0003,organizations founded,anchor.topn3,0.0003,organizations founded,wiki.topn3,0.0003,organizations founded,tagmee.topn3,0.0003,organizations founded,thesaurus.topn3.replace,0.0003,organizations founded,anchor.topn3.replace,0.0003,organizations founded,termluster.topn5.3.bm25,0.0003,organizations founded      found organ,conceptluster.topn5.3.bm25,0.0003,organizations founded,adaponfields.topn3.exgov2.4.0.25.10.1.1.bm25,0.0002,"{'1950': 2, 'in': 2, 'found': 2, 'were': 2, 'organ': 2, 'which': 2, 'et': 2.0, 'vanadium': 1.458, 'naca': 1.348, 'exposur': 1.3, 'jcr': 1.293, 'jewish': 1.282, 'effect': 1.28, 'committe': 1.22, 'jrso': 1.157, 'cahjp': 1.088, 'increas': 1.086}",stem.lovins,0.0001,which organ wer found in,,,,,,,,,,,,
QALD2_tr-92,What is the highest mountain,0.0166,10,tagmee.topn3.replace,0.7196,Canasta Playing card,wiki.topn3.replace,0.2589,canasta all fours conquian Canasta history of card decks dice trick taking games Playing card,thesaurus.topn3,0.1854,highest mountain,anchor.topn3,0.1854,highest mountain,wiki.topn3,0.1854,highest mountain,tagmee.topn3,0.1854,highest mountain,thesaurus.topn3.replace,0.1854,highest mountain,anchor.topn3.replace,0.1854,highest mountain,conceptluster.topn5.3.bm25,0.1854,highest mountain,wordnet.topn3,0.0194,highest mountain eminent gamy mellow batch mount muckle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-1,   magnum hunting,0.1166,5,tagmee.topn3.replace,0.2917,Carl Lewis,termluster.topn5.3.bm25,0.24600000000000002,   magnum hunting cartridg hunt pistol rifl power pistol,rm3.topn10.10.0.5.bm25,0.2391,cartridg firearm rifl magnum pistol remington hunt winchest handgun,glove.topn3,0.2107,   magnum hunting       revolver gldstarr hunters,bertqe.topn10.bm25,0.1421,"{'44 magnum hunting': 1.5, 'game hunting 458 winchester magnum': 1.0, '458 winchester magnum categories hunting': 0.9642857142857143, 'ammunition 44 magnum smith wesson': 0.8571428571428571, '44 magnum developed 1955': 0.7857142857142857, '44 magnum sturm ruger co': 0.5357142857142856}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-2,B  F  Skinner,0.7706,2,tagmee.topn3.replace,0.8524,Charles Darwin,bertqe.topn10.bm25,0.7711,"{'B F Skinner': 1.5, 'f skinner b f skinner': 1.0, 'skinner b f skinner bf': 1.0, 'b f skinner b f': 1.0, 'skinner bf skinner b f': 1.0, 'b f skinner': 0.0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-3,Bookwork,0.2778,2,tagmee.topn3.replace,0.3507,Charlotte  North Carolina Charlotte  North Carolina,onfields.topn3.10.1.1.bm25,0.2857,"{'guild': 2.0, 'bookwork': 2, 'darbeloff': 1.759, 'bookbind': 1.621, 'shrigley': 1.552, 'natali': 1.517, 'univers': 1.379, 'gbw': 1.241, 'filmarmalad': 1.241, 'practition': 1.172, 'midsixtiesa': 1.172}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-4,NAACP Image Awards,0.5877,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-5,Scott County,0.6094,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-6,air wisconsin,0.09699999999999999,2,tagmee.topn3.replace,0.3986,David Suchet,bertqe.topn10.bm25,0.195,"{'air wisconsin': 1.5, 'air wisconsin nearing': 1.0, 'air wisconsin endeavor air': 1.0, 'air wisconsin services inc air': 1.0, 'appleton air wisconsin': 1.0, 'wisconsin air wisconsin appleton wisconsin': 1.0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-7,airsoft glock,0.2339,1,wiki.topn3,0.2603,airsoft glock hollow point bullet      caliber airsoft gun Airsoft     gap firearms semi automatipistols of austria   mm auto firearms Glock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-9,american embassy nairobi,0.0786,8,wiki.topn3,0.4561,american embassy nairobi superpowers former confederations      establishments in the united states United States superpowers former confederations      establishments in the united states United States populated places in nairobi province provinces of kenya nairobi Nairobi,tagmee.topn3.replace,0.3886,El Salvador,stem.krovetz,0.3098,america embassy nairobi,rm3.topn10.10.0.5.bm25,0.2526,     kenya american bomb ambassador diplomat somalia embassi colombia mission nairobi,conceptluster.topn5.3.bm25,0.196,american embassy nairobi united states nairobi,tagmee.topn3,0.1958,american embassy nairobi United States United States Nairobi,conceptnet.topn3.replace,0.1705,dollar embassy nairobi,adaponfields.topn3.exgov2.4.0.25.10.1.1.bm25,0.0846,"{'american': 2, 'in': 2.0, 'nairobi': 2, 'embassi': 2, 'adopt': 1.132, 'q': 1.104, 'child': 1.074, 'kenya': 1.066, 'picker': 1.054, 'bomb': 1.045, 'respons': 1.026, 'secretari': 1.001}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-10,asheville north carolina,0.5119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-11,austin powers,0.9549,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-12,austin texas,0.2516,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-13,banana paper making,0.1111,8,sensedisambiguation.replace,1.0,banana paper qualification,bertqe.topn10.bm25,1.0,"{'banana paper making': 1.5, 'paper made banana': 1.0, 'manufacture paper banana paper': 0.9696969696969697, 'nonutilizable fruits banana paper': 0.6969696969696969, 'guangdong banana paper taiwan rice': 0.48484848484848475, 'bat origami guangdong banana paper': 0.39393939393939387}",tagmee.topn3.replace,0.7585,Harry Potter,wiki.topn3.replace,0.3207,harry potter schools in fiction bilby award winning works Harry Potter,docluster.topn10.3.bm25,0.2,banana paper making fiber,tagmee.topn3,0.1429,banana paper making Banana paper Papermaking,conceptluster.topn5.3.bm25,0.1429,banana paper making papermaking banana paper,wordnet.topn3,0.125,banana paper making banana tree wallpaper composition newspaper publisher establish throw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-14,ben franklin,0.7148,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-15,bradley center,0.5204,3,tagmee.topn3,0.6429,bradley center BMO Harris Bradley Center,conceptluster.topn5.3.bm25,0.6429,bradley center bmo harris bradley center,onfields.topn3.10.1.1.bm25,0.6111,"{'center': 2, 'wisconsin': 2.0, 'bradley': 2, 'milwauke': 1.636, 'venu': 1.606, 'univers': 1.515, 'basketbal': 1.444, 'arena': 1.404, 'bmo': 1.172, 'markin': 1.162, 'degre': 1.101}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-16,brooklyn bridge,0.574,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-17,butte montana,0.381,2,tagmee.topn3.replace,0.7828,Jack the Ripper,termluster.topn5.3.bm25,0.4562,butte montana school montana locat butt counti locat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-18,canasta cards,0.8762,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-19,carl lewis,0.2917,1,tagmee.topn3.replace,0.5,James Clayton  engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-20,carolina,0.1808,1,tagmee.topn3.replace,0.8827,Joan of Arc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-21,charles darwin,0.8524,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-22,city of charlotte,0.5673,3,tagmee.topn3.replace,0.8381,Keith Urban,conceptluster.topn5.3.bm25,0.6117,city charlotte charlotte north carolina,tagmee.topn3,0.5872,city charlotte Charlotte  North Carolina Charlotte  North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-23,city of virginia beach,0.3486,3,tagmee.topn3.replace,0.62,King Arthur,tagmee.topn3,0.3754,city virginia beach Virginia Beach  Virginia Virginia Beach  Virginia,conceptluster.topn5.3.bm25,0.3692,city virginia beach virginia beach virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-24,coastal carolina,0.3992,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-25,david suchet,0.3986,1,termluster.topn5.3.bm25,0.5391,david suchet british suchet actor british david actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
