qid,abstractqueryexpansion,abstractqueryexpansion.qld.rm3.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18,method.19,metric.19,query.19,method.20,metric.20,query.20
624,SDI Star Wars ,0.2678,9,termluster.topn5.3.qld.rm3,0.344,sdi star wars base defens missil base defens missil year would system ,tagmee.topn3,0.3208,sdi star wars Strategic Defense Initiative Star Wars ,conceptnet.topn3,0.3134,sdi star wars strategic defense initiative sun violence force ,conceptluster.topn5.3.qld.rm3,0.3092,sdi star wars strategic defense initiative ,wordnet.topn3.replace,0.2938,sdi adept star topology prima warfare state of war ,sensedisambiguation,0.2906,SDI Star star topology Wars war ,wordnet.topn3,0.2899,sdi star wars stellar whiz champion warfare state of war ,word2vec.topn3,0.2829,sdi star wars superstar   pointed battles conflicts ,thesaurus.topn3,0.2697,sdi star wars   capital celebrated  battle bloodshed ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,arrests bombing WTC ,0.0449,11,anchor.topn3,0.1389,arrests bombing wtc pilishvili aldeobaldia towers phas ,wordnet.topn3,0.1268,arrests bombing wtc taking into custody hold back nail fail bombardment bombard World Trade Center twin towers ,anchor.topn3.replace,0.1213,arrests bombing pilishvili aldeobaldia towers phas ,tagmee.topn3,0.1183,arrests bombing wtc Arrest Bomb World Trade Center ,conceptluster.topn5.3.qld.rm3,0.1183,arrests bombing wtc arrest world trade center           bomb ,sensedisambiguation,0.1077,arrests arrest bombing fail WTC world trade center ,conceptnet.topn3,0.0874,arrests bombing wtc drunk driving World Trade Center linguistics world trade center ,tagmee.topn3.replace,0.0605,Arrest Bomb World Trade Center ,docluster.topn10.3.qld.rm3,0.059000000000000004,arrests bombing wtc exchang mr new trade ,termluster.topn5.3.qld.rm3,0.0569,arrests bombing wtc wtc bomb ,word2vec.topn3,0.0533,arrests bombing wtc detentions WTC ,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,human stampede ,0.0964,5,tagmee.topn3,0.2904,human stampede Stampede ,conceptluster.topn5.3.qld.rm3,0.2904,human stampede stampede ,tagmee.topn3.replace,0.282,Stampede ,anchor.topn3.replace,0.1116,placentophagy human  hmpv    full bodi stampede ,conceptnet.topn3,0.0979,human stampede body change of location ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Russian food crisis ,0.0033,5,word2vec.topn3,0.0098,russian food crisis ukrainian soviet Rusian foodstuffs crises catastrophe ,stem.krovetz,0.0096,russia food crisis ,word2vec.topn3.replace,0.0074,ukrainian soviet Rusian foodstuffs crises catastrophe ,glove.topn3,0.0052,russian food crisis russia moscow supplies turmoil crises ,glove.topn3.replace,0.004,russia moscow supplies turmoil crises ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,U S  invasion of Panama ,0.3181,5,tagmee.topn3,0.335,u s  invasion panama United States invasion of Panama ,conceptluster.topn5.3.qld.rm3,0.335,u s  invasion panama united states invasion panama ,sensedisambiguation,0.3345,U S  united states government invasion of Panama ,wordnet.topn3,0.3264,u s  invasion panama U S  government the States US encroachment intrusion Republic of Panama leghorn ,relevancefeedback.topn10.qld.rm3,0.3188,u s  invasion of panama have noriega u  american bush said ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,abortion clinic attack ,0.1048,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Gulf War Syndrome ,0.259,1,conceptnet.topn3,0.3504,gulf war syndrome battle Klinefelter s syndrome Tourette s syndrome ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Mandela South Africa President ,0.0975,4,docluster.topn10.3.qld.rm3,0.1141,mandela south africa president we ,sensedisambiguation,0.1126,Mandela South Africa President president of the united states ,conceptnet.topn3,0.1064,mandela south africa president Nelson Rolihlahla Mandela a continent a lion an elephant leader ,tagmee.topn3.replace,0.1025,Nelson Mandela Union of South Africa President of Mexico ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,southeast Asia tin mining ,0.4409,4,termluster.topn5.3.qld.rm3,0.5711,southeast asia tin mining malaysia price produc year world tonn ,sensedisambiguation,0.502,southeast southeasterly Asia tin mining ,relevancefeedback.topn10.qld.rm3,0.4709,southeast asia tin mining mine pound malaysia dollar ,tagmee.topn3.replace,0.4528,Southeast Asia Tin Tin mining ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Welsh devolution ,0.6244,1,thesaurus.topn3,0.6368,welsh devolution  bamboozle bilk  deterioration decadence ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,L tryptophan deaths ,0.7553,7,docluster.topn10.3.qld.rm3,0.8048,l tryptophan deaths her case supplement said l tryptophan ,word2vec.topn3,0.7921,l tryptophan deaths fatalities killings ,thesaurus.topn3,0.7795,l tryptophan deaths   afterlife annihilation ,conceptnet.topn3,0.7795,l tryptophan deaths fighting war love ,anchor.topn3,0.7725,l tryptophan deaths tangair kirkebø kuřívodi ,word2vec.topn3.replace,0.7691,l tryptophan fatalities killings ,sensedisambiguation,0.759,L tryptophan deaths end ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,doctor assisted suicides ,0.6952,6,docluster.topn10.3.qld.rm3,0.732,doctor assisted suicides adkin said kevorkian ,relevancefeedback.topn10.qld.rm3,0.7279,doctor assisted suicides he said kevorkian adkin suicid i harper ,termluster.topn5.3.qld.rm3,0.7252,doctor assisted suicides said kevorkian charg ,conceptnet.topn3,0.7240000000000001,doctor assisted suicides medical power assisted the IRS ,tagmee.topn3,0.6955,doctor assisted suicides Physician Assisted suicide Suicide ,conceptluster.topn5.3.qld.rm3,0.6955,doctor assisted suicides physician suicide assisted suicide ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,jury duty exemptions ,0.0195,8,stem.trunc4,0.2083,jury duty exem ,stem.trunc5,0.2083,jury duty exemp ,word2vec.topn3,0.1276,jury duty exemptions jurors obligation ,glove.topn3,0.0517,jury duty exemptions jurors verdict assigned ,docluster.topn10.3.qld.rm3,0.0458,jury duty exemptions claus ,word2vec.topn3.replace,0.0341,jurors obligation exemptions ,tagmee.topn3,0.0227,jury duty exemptions Jury Tax exemption ,conceptluster.topn5.3.qld.rm3,0.0227,jury duty exemptions jury tax exemption ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,human growth hormone  HGH ,0.5062,2,sensedisambiguation,0.5555,human growth increase hormone   HGH ,sensedisambiguation.replace,0.5443,human increase hormone   HGH ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,wrongful convictions ,0.0489,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,consumer on line shopping ,0.1718,6,tagmee.topn3,0.3388,consumer on line shopping Consumer Online shopping ,conceptluster.topn5.3.qld.rm3,0.3388,consumer on line shopping online shopping consumer ,wordnet.topn3,0.2912,consumer on line shopping online sponsor patronize shop at ,wiki.topn3,0.1971,consumer on line shopping return on investment business plan formal statements Consumer point of sale business to business digital marketing Online shopping ,thesaurus.topn3,0.1831,consumer on line shopping  buyer customer  wired accessible  browsing e commerce ,word2vec.topn3,0.17600000000000002,consumer on line shopping customer online off line web based mall malls ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,maternity leave policies ,0.4029,2,termluster.topn5.3.qld.rm3,0.4523,maternity leave policies women week right women week right ,docluster.topn10.3.qld.rm3,0.4096,maternity leave policies week matern famili compani ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Valdez wildlife marine life ,0.4449,8,conceptnet.topn3.replace,0.573,valdez wildlife suboceanic death finite ,conceptnet.topn3,0.5721,valdez wildlife marine life suboceanic death finite ,anchor.topn3,0.5325,valdez wildlife marine life barbie     ancaja rojero apicomplexan kdblife nánjīng    small ,conceptluster.topn5.3.qld.rm3,0.5321,valdez wildlife marine life exxon valdez wildlife marine biology ,tagmee.topn3,0.5053,valdez wildlife marine life Exxon Valdez Wildlife Marine biology Marine biology ,wiki.topn3,0.4737,valdez wildlife marine life alyeska pipelinserviccompany exxon valdez oil spill      controversies Exxon Valdez wildlife habitat conservation birdwatching Wildlife plankton oceanography ocean current Marine biology plankton oceanography ocean current Marine biology ,termluster.topn5.3.qld.rm3,0.4706,valdez wildlife marine life could oil said valdez time spill ,wiki.topn3.replace,0.4678,alyeska pipelinserviccompany exxon valdez oil spill      controversies Exxon Valdez wildlife habitat conservation birdwatching Wildlife plankton oceanography ocean current Marine biology plankton oceanography ocean current Marine biology ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Tiananmen Square protesters ,0.1864,5,wiki.topn3,0.2486,tiananmen square protesters student protests in china      in china socialism in china Tiananmen Square protests of ,word2vec.topn3,0.2483,tiananmen square protesters Tianamen Tienanmen sqaure protestors demonstrators ,thesaurus.topn3,0.2366,tiananmen square protesters   equal even  dissident heckler ,wiki.topn3.replace,0.2341,student protests in china      in china socialism in china Tiananmen Square protests of ,wordnet.topn3,0.2112,tiananmen square protesters square toes public square hearty objector dissident demonstrator ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,salmon dams Pacific northwest ,0.1702,1,wordnet.topn3,0.1833,salmon dams pacific northwest pinkish orange Salmon River pink orange dyke decameter peaceable northwestern United States NW northwesterly ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,exotic animals import ,0.0612,1,relevancefeedback.topn10.qld.rm3,0.0848,exotic animals import said wildlif exot anim pet maynard bird ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,software piracy ,0.6413,2,relevancefeedback.topn10.qld.rm3,0.6689,software piracy softwar compani ,docluster.topn10.3.qld.rm3,0.6518,software piracy softwar ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,food stamps increase ,0.1431,1,sensedisambiguation,0.151,food stamps tender increase ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,windmill electricity ,0.3823,7,termluster.topn5.3.qld.rm3,0.6211,windmill electricity wind produc power year cost ,docluster.topn10.3.qld.rm3,0.6129,windmill electricity wind power ,relevancefeedback.topn10.qld.rm3,0.601,windmill electricity wind said power capac i ,wordnet.topn3,0.5618,windmill electricity wind generator aerogenerator electrical energy ,thesaurus.topn3,0.4718,windmill electricity  blade draft  heat service ,conceptnet.topn3,0.446,windmill electricity shock current ,glove.topn3,0.4126,windmill electricity em   generators utilities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,family leave law ,0.2965,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,computer viruses ,0.6962,19,word2vec.topn3,0.7679,computer viruses software virus malware ,word2vec.topn3.replace,0.7549,software virus malware ,wordnet.topn3,0.7495,computer viruses reckoner computing machine electronic computer virus computer virus ,wordnet.topn3.replace,0.7347,computing machine electronic computer computer virus virus ,tagmee.topn3,0.7291,computer viruses Computer virus Computer virus ,relevancefeedback.topn10.qld.rm3,0.7275,computer viruses comput viru network ,anchor.topn3,0.7262,computer viruses  step nc   aacs  proportional ,docluster.topn10.3.qld.rm3,0.7245,computer viruses comput viru ,conceptluster.topn5.3.qld.rm3,0.7245,computer viruses computer virus ,glove.topn3,0.7147,computer viruses software virus infect ,tagmee.topn3.replace,0.7117,Computer virus Computer virus ,sensedisambiguation.replace,0.7117,computer virus ,stem.krovetz,0.7117,computer virus ,stem.lovins,0.7117,computer virus ,stem.paicehusk,0.7117,comput virus ,stem.porter,0.7117,comput virus ,stem.porter2,0.7117,comput virus ,thesaurus.topn3,0.7102,computer viruses  CPU PC  ailment disease ,termluster.topn5.3.qld.rm3,0.7024,computer viruses virus viru system viru system softwar ,,,
650,tax evasion indicted ,0.2616,4,docluster.topn10.3.qld.rm3,0.4617,tax evasion indicted hunter ,relevancefeedback.topn10.qld.rm3,0.4188,tax evasion indicted hunter hoff gotti mr feder ,word2vec.topn3,0.3841,tax evasion indicted taxation evading convicted arrested acquitted ,wiki.topn3,0.3517,tax evasion indicted bank fraud arrest warrant plea bargain Tax evasion appeal felony contempt of court Indictment ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,U S  ethnic population ,0.0348,7,relevancefeedback.topn10.qld.rm3,0.1403,u s  ethnic population counti citi latino popul cent censu asian said ,tagmee.topn3,0.1005,u s  ethnic population Ethnic group Demographics of India ,conceptluster.topn5.3.qld.rm3,0.1005,u s  ethnic population demographics india ethnic group ,docluster.topn10.3.qld.rm3,0.0913,u s  ethnic population citi counti ,tagmee.topn3.replace,0.0664,Ethnic group Demographics of India ,sensedisambiguation,0.057,U S  united states government ethnic heathen population ,wiki.topn3,0.044000000000000004,u s  ethnic population ethnigroups cultural assimilation human migration Ethnic group dravidian languages ayodhya list of scheduled tribes in india Demographics of India ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,OIC Balkans     s ,0.4891,5,termluster.topn5.3.qld.rm3,0.5614,oic balkans     s bosnia countri ,docluster.topn10.3.qld.rm3,0.5469,oic balkans     s said bosnia ,sensedisambiguation,0.5101,OIC Balkans     s nineties ,sensedisambiguation.replace,0.5062,OIC balkans nineties ,conceptluster.topn5.3.qld.rm3,0.4997,oic balkans     s organisation islamic cooperation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,ETA Basque terrorism ,0.5493,7,wiki.topn3.replace,0.6392,ETA  separatist group  eta s      ceasefirdeclaration santiago brouard plaza república dominicana bombing Basque conflict ,stem.trunc4,0.6266,eta basq terr ,wiki.topn3,0.6178,eta basque terrorism ETA  separatist group  eta s      ceasefirdeclaration santiago brouard plaza república dominicana bombing Basque conflict ,stem.trunc5,0.5722,eta basqu terro ,tagmee.topn3,0.5589999999999999,eta basque terrorism ETA  separatist group  Basque conflict ,conceptluster.topn5.3.qld.rm3,0.5589999999999999,eta basque terrorism eta separatist group basque conflict ,thesaurus.topn3,0.5588,eta basque terrorism    assassination bloodshed ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,same sex schools ,0.653,3,termluster.topn5.3.qld.rm3,0.7897,same sex schools year two singl ,sensedisambiguation,0.74,same sex schools school ,docluster.topn10.3.qld.rm3,0.74,same sex schools school ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,ADD diagnosis treatment ,0.0019,4,sensedisambiguation,0.0782,ADD attention deficit disorder diagnosis treatment ,sensedisambiguation.replace,0.0447,attention deficit disorder diagnosis treatment ,glove.topn3,0.0022,add diagnosis treatment adding combine diagnoses diagnostic treated treat ,glove.topn3.replace,0.0021,adding combine diagnoses diagnostic treated treat ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,lead poisoning children ,0.0549,1,termluster.topn5.3.qld.rm3,0.055,lead poisoning children poison lead paint public ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,school prayer banned ,0.3581,5,anchor.topn3,0.4829,school prayer banned neo confucianist        ahiran prayers paternost kneeler garden elohai ,tagmee.topn3,0.4684,school prayer banned School prayer Censorship ,conceptluster.topn5.3.qld.rm3,0.4684,school prayer banned school prayer censorship ,stem.porter,0.4529,school prayer bann ,thesaurus.topn3,0.4191,school prayer banned  academy department  appeal invocation  illegal taboo ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,teenage pregnancy ,0.0896,5,word2vec.topn3,0.3345,teenage pregnancy teen age teen preganancy ,glove.topn3.replace,0.2985,teen pregnant ,glove.topn3,0.2943,teenage pregnancy teen pregnant ,sensedisambiguation.replace,0.1851,adolescent pregnancy ,wordnet.topn3,0.0924,teenage pregnancy teen gestation maternity ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,cruise health safety ,0.3042,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,whale watching California ,0.6218,3,sensedisambiguation,0.6573,whale watching watch California ,termluster.topn5.3.qld.rm3,0.6377,whale watching california grai watch boat whale point migrat grai watch whale ,relevancefeedback.topn10.qld.rm3,0.6252,whale watching california a m ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,melanoma treatment causes ,0.5694,3,wordnet.topn3,0.759,melanoma treatment causes malignant melanoma handling discussion causal agent do causal agency ,wordnet.topn3.replace,0.7585,malignant melanoma intervention handling discourse have crusade causal agency ,conceptnet.topn3.replace,0.7336,melanoma dealing causes ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,telemarketer protection ,0.633,5,anchor.topn3.replace,0.7128,telemarketer states disney use   ahea ,sensedisambiguation,0.7083,telemarketer protection security ,sensedisambiguation.replace,0.7014,telemarketer security ,anchor.topn3,0.6594,telemarketer protection states disney use   ahea ,wordnet.topn3.replace,0.639,telemarketer aegis security auspices ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Agent Orange exposure ,0.2554,2,docluster.topn10.3.qld.rm3,0.278,agent orange exposure veteran studi her children ,termluster.topn5.3.qld.rm3,0.2604,agent orange exposure orang said veteran vietnam veteran said ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,American Indian Museum ,0.5145,2,termluster.topn5.3.qld.rm3,0.7108,american indian museum indian museum smithsonian american museum smithsonian american indian smithsonian ,thesaurus.topn3,0.5666,american indian museum   American Indian Amerind  building foundation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,poverty Africa sub Sahara ,0.2312,1,wordnet.topn3,0.2328,poverty africa sub sahara poorness impoverishment ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Thatcher resignation impact ,0.025,11,sensedisambiguation,0.0873,Thatcher resignation impact shock ,sensedisambiguation.replace,0.0864,thatcher resignation shock ,docluster.topn10.3.qld.rm3,0.0465,thatcher resignation impact her major ,tagmee.topn3.replace,0.0416,Margaret Thatcher Resignation from the British House of Commons ,conceptluster.topn5.3.qld.rm3,0.0402,thatcher resignation impact margaret thatcher resignation british house commons ,tagmee.topn3,0.0398,thatcher resignation impact Margaret Thatcher Resignation from the British House of Commons ,thesaurus.topn3,0.0382,thatcher resignation impact   departure retirement  brunt shock ,relevancefeedback.topn10.qld.rm3,0.0339,thatcher resignation impact her major he hi ,anchor.topn3.replace,0.0338,danison   thatcher   thatcher  resignation pendulum  astroblem chicxulub ,anchor.topn3,0.0319,thatcher resignation impact danison   thatcher   thatcher  pendulum  astroblem chicxulub ,termluster.topn5.3.qld.rm3,0.0279,thatcher resignation impact mani minist parti prime leadership last ,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,unmarried partner households ,0.4463,6,wordnet.topn3.replace,0.5443,unmarried partner home house ,glove.topn3.replace,0.529,unmarried partner families residing ,word2vec.topn3.replace,0.496,unmarried partner families ,sensedisambiguation.replace,0.496,unmarried partner family ,thesaurus.topn3.replace,0.4768,unmarried partner  everyday ordinary ,conceptnet.topn3,0.4743,unmarried partner households night soil man ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,poverty  disease ,0.3066,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Islamic Revolution ,0.1443,3,relevancefeedback.topn10.qld.rm3,0.1682,islamic revolution revolut islam martyr countri ,word2vec.topn3,0.1651,islamic revolution muslim moslem revolutionary ,glove.topn3,0.1447,islamic revolution muslim islamist revolutionary revolutionaries ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,U S  elections apathy ,0.0217,9,termluster.topn5.3.qld.rm3,0.2947,u s  elections apathy voter vote said ,thesaurus.topn3,0.1692,u s  elections apathy  America Columbia  appointment ballot  indifference insensitivity ,sensedisambiguation.replace,0.1337,united states government election apathy ,sensedisambiguation,0.1045,U S  united states government elections election apathy ,anchor.topn3.replace,0.0931,us  c      alphabet elections apathy ,relevancefeedback.topn10.qld.rm3,0.0852,u s  elections apathy polish hi pri district elect campaign ballot thoma ,anchor.topn3,0.0384,u s  elections apathy us  c      alphabet ,glove.topn3.replace,0.0311,us u s polls cynicism disillusionment ,glove.topn3,0.0286,u s  elections apathy us u s polls cynicism disillusionment ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Salvation Army benefits ,0.2308,1,wiki.topn3,0.3467,salvation army benefits      establishments in the united kingdom thwar cry chief of thstaff of thsalvation army The Salvation Army social security welfare minimum wage Welfare ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,NRA membership profile ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Soviet withdrawal Afghanistan ,0.3111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Greenpeace prosecuted ,0.1069,8,tagmee.topn3.replace,0.1953,Greenpeace Prosecutor ,wiki.topn3.replace,0.1867,greenpeace anti nuclear organizations in the united states friends of thearth Greenpeace prosecutors appeal indictment Prosecutor ,docluster.topn10.3.qld.rm3,0.1658,greenpeace prosecuted greenpeac ,tagmee.topn3,0.1649,greenpeace prosecuted Greenpeace Prosecutor ,wiki.topn3,0.16,greenpeace prosecuted greenpeace anti nuclear organizations in the united states friends of thearth Greenpeace prosecutors appeal indictment Prosecutor ,wordnet.topn3.replace,0.1498,greenpeace engage pursue ,wordnet.topn3,0.1217,greenpeace prosecuted pursue engage ,relevancefeedback.topn10.qld.rm3,0.1152,greenpeace prosecuted greenpeac industri compani environment decis test ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Olympics training swimming ,0.2417,4,stem.porter,0.3673,olympic train swimm ,stem.trunc5,0.3673,olymp train swimm ,thesaurus.topn3,0.2751,olympics training swimming   coaching discipline  floating natant ,sensedisambiguation,0.2494,Olympics olympic games training train swimming ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,poppy cultivation ,0.3086,13,wordnet.topn3.replace,0.4253,poppy polish culture refinement ,thesaurus.topn3,0.3984,poppy cultivation  drug heroin  farming gardening ,stem.paicehusk,0.3618,poppy cult ,sensedisambiguation.replace,0.3522,poppy polish ,glove.topn3,0.3374,poppy cultivation opium poppy ,conceptnet.topn3,0.3374,poppy cultivation opium poppy ,termluster.topn5.3.qld.rm3,0.3346,poppy cultivation opium cultiv accord poppi opium accord ,glove.topn3.replace,0.33399999999999996,opium poppy ,relevancefeedback.topn10.qld.rm3,0.3227,poppy cultivation poppi cultiv plant shan drug ,wordnet.topn3,0.3187,poppy cultivation finish culture ,sensedisambiguation,0.3179,poppy cultivation polish ,docluster.topn10.3.qld.rm3,0.3173,poppy cultivation poppi ,stem.trunc5,0.3121,poppy culti ,,,,,,,,,,,,,,,,,,,,,
677,Leaning Tower of Pisa ,0.9536,2,stem.trunc4,0.9627,lean towe of pisa ,sensedisambiguation,0.9576,Leaning tend Tower tugboat of Pisa ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,joint custody impact ,0.2634,1,conceptnet.topn3,0.295,joint custody impact knee ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,opening adoption records ,0.8423,1,sensedisambiguation,0.8819,opening unfold adoption borrowing records record ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,immigrants Spanish school ,0.2591,2,relevancefeedback.topn10.qld.rm3,0.4424,immigrants spanish school student speak english latino ,wordnet.topn3,0.3258,immigrants spanish school Spanish people train civilize civilise ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,wind power location ,0.4971,3,wiki.topn3.replace,0.7048,wind turbine wind farm renewablenergy Wind power binomial distribution quantilfunction scalparameter Location parameter ,wiki.topn3,0.6525,wind power location wind turbine wind farm renewablenergy Wind power binomial distribution quantilfunction scalparameter Location parameter ,sensedisambiguation,0.5394,wind wind instrument power world power location placement ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,adult immigrants English ,0.1904,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Czechoslovakia breakup ,0.0912,17,tagmee.topn3.replace,0.3896,Czechoslovak Socialist Republic Dissolution of Czechoslovakia ,wiki.topn3.replace,0.3852,normalization  czechoslovakia  communist party of czechoslovakia praguspring Czechoslovak Socialist Republic      in czechoslovakia      in the czech republic      in slovakia Dissolution of Czechoslovakia ,wiki.topn3,0.3754,czechoslovakia breakup normalization  czechoslovakia  communist party of czechoslovakia praguspring Czechoslovak Socialist Republic      in czechoslovakia      in the czech republic      in slovakia Dissolution of Czechoslovakia ,stem.trunc5,0.3696,czech break ,word2vec.topn3,0.3308,czechoslovakia breakup yugoslavia sudetenland slovakia break up post breakup ,word2vec.topn3.replace,0.3243,yugoslavia sudetenland slovakia break up post breakup ,tagmee.topn3,0.2858,czechoslovakia breakup Czechoslovak Socialist Republic Dissolution of Czechoslovakia ,conceptluster.topn5.3.qld.rm3,0.2858,czechoslovakia breakup czechoslovak socialist republic dissolution czechoslovakia ,docluster.topn10.3.qld.rm3,0.259,czechoslovakia breakup we i french ,relevancefeedback.topn10.qld.rm3,0.2587,czechoslovakia breakup czech he i french pact we quarter ,wordnet.topn3,0.2291,czechoslovakia breakup dissolution separation ,glove.topn3,0.204,czechoslovakia breakup czechoslovak ussr break up disintegration ,stem.lovins,0.1932,czechoslovak breakup ,stem.paicehusk,0.1932,czechoslovak breakup ,sensedisambiguation.replace,0.1822,czechoslovakia separation ,sensedisambiguation,0.1619,Czechoslovakia breakup separation ,conceptnet.topn3,0.1619,czechoslovakia breakup separation ,,,,,,,,,
684,part time benefits ,0.0841,1,termluster.topn5.3.qld.rm3,0.1129,part time benefits worker time part ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
