qid,abstractqueryexpansion,abstractqueryexpansion.qld.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17
2018562,Why does my Black Lab howl to  Law and Order  theme song,0.3736,8,onfields.topn3.10.2.25.1.qld,0.4778,"{'song?': 2, 'order""': 2, 'and': 2, '""law': 2, 'to': 2, 'black': 2, 'my': 2, 'doe': 2, 'whi': 2, 'lab': 2, 'theme': 2, 'id': 2.0, 'howl': 2, 'dog': 1.455, 'content': 1.273, 'enforc': 1.182, 'anthem': 1.182, 'siren': 1.182, 'kidron': 1.182, 'atzlan': 1.091}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.4778,"{'song': 2, 'order': 2, 'and': 2, 'law': 2, 'to': 2, 'black': 2, 'my': 2, 'doe': 2, 'whi': 2, 'lab': 2, 'theme': 2, 'id': 2.0, 'howl': 2, 'dog': 1.455, 'content': 1.273, 'enforc': 1.182, 'anthem': 1.182, 'siren': 1.182, 'kidron': 1.182, 'doggerel': 1.091}",thesaurus.topn3,0.3963,black lab howl    law order    theme song,anchor.topn3,0.3963,black lab howl    law order    theme song,thesaurus.topn3.replace,0.3963,black lab howl law order theme song,anchor.topn3.replace,0.3963,black lab howl    law order    theme song,termluster.topn5.3.qld,0.3963,black lab howl    law order    theme song,stem.krovetz,0.3766,why do my black lab howl to law and order theme song,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035857,Why are liberals so quick to defend Saddam,0.3518,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008017,why do black people like fried chicken somuch,0.2885,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862795,How does spending prolonged time in microgravity affect the bodies of astronauts,0.2605,10,sensedisambiguation,0.3855,How does spending spend prolonged elongated time in microgravity affect involve the bodies torso of astronauts astronaut,tagmee.topn3,0.3647,spending prolonged time microgravity affect bodies astronauts Time Weightlessness Human body Astronaut,conceptluster.topn5.3.qld,0.3647,spending prolonged time microgravity affect bodies astronauts weightlessness astronaut time human body,onfields.topn3.10.2.25.1.qld,0.3209,"{'astronauts?': 2, 'of': 2, 'the': 2, 'affect': 2, 'micrograv': 2, 'in': 2, 'time': 2, 'prolong': 2, 'spend': 2, 'doe': 2, 'how': 2, 'bodi': 2, 'alcohol': 2.0, 'drink': 1.727, 'suit': 1.636, 'insid': 1.455, 'cool': 1.455, 'space': 1.455, 'wear': 1.364, 'astronaut': 1.364, 'drinker': 1.273, 'furnac': 1.273}",thesaurus.topn3,0.3087,spending prolonged time microgravity affect bodies astronauts,anchor.topn3,0.3087,spending prolonged time microgravity affect bodies astronauts,thesaurus.topn3.replace,0.3087,spending prolonged time microgravity affect bodies astronauts,anchor.topn3.replace,0.3087,spending prolonged time microgravity affect bodies astronauts,termluster.topn5.3.qld,0.3087,spending prolonged time microgravity affect bodies astronauts,stem.krovetz,0.2844,how do spend prolonged time in micrograv affect the body of astronaut,,,,,,,,,,,,,,,,,,,,,
421753,how to get rid of a skunk,0.3958,8,sensedisambiguation.replace,0.4188,how to suffer rid of a skunk,tagmee.topn3,0.3974,get rid skunk Skunk,conceptluster.topn5.3.qld,0.3974,get rid skunk skunk,thesaurus.topn3,0.3965,get rid skunk,anchor.topn3,0.3965,get rid skunk,thesaurus.topn3.replace,0.3965,get rid skunk,anchor.topn3.replace,0.3965,get rid skunk,termluster.topn5.3.qld,0.3965,get rid skunk,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477322,Why do people say Germans are racists,0.1335,7,onfields.topn3.10.2.25.1.qld,0.1836,"{'racists?': 2, 'are': 2, 'say': 2, 'do': 2, 'whi': 2, 'peopl': 2, 'german': 2, 'war': 1.8, 'black': 1.7, 'racist': 1.7, 'race': 1.6, 'hitler': 1.4, 'wwi': 1.4, 'neger': 1.4, 'dutch': 1.3, 'nigger': 1.3}",thesaurus.topn3,0.1562,people say germans racists,anchor.topn3,0.1562,people say germans racists,thesaurus.topn3.replace,0.1562,people say germans racists,anchor.topn3.replace,0.1562,people say germans racists,termluster.topn5.3.qld,0.1562,people say germans racists,sensedisambiguation,0.1353,Why do people say suppose Germans german are racists racist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607728,what causes gray facial hair in men,0.4216,5,thesaurus.topn3,0.4304,causes gray facial hair men,anchor.topn3,0.4304,causes gray facial hair men,thesaurus.topn3.replace,0.4304,causes gray facial hair men,anchor.topn3.replace,0.4304,causes gray facial hair men,termluster.topn5.3.qld,0.4304,causes gray facial hair men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103830,Why do man Arabs hate the west,0.2461,5,thesaurus.topn3,0.2512,man arabs hate west,anchor.topn3,0.2512,man arabs hate west,thesaurus.topn3.replace,0.2512,man arabs hate west,anchor.topn3.replace,0.2512,man arabs hate west,termluster.topn5.3.qld,0.2512,man arabs hate west,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3971195,How do i get my pitbull more agressive,0.3354,8,thesaurus.topn3,0.4149,get pitbull agressive,anchor.topn3,0.4149,get pitbull agressive,thesaurus.topn3.replace,0.4149,get pitbull agressive,anchor.topn3.replace,0.4149,get pitbull agressive,termluster.topn5.3.qld,0.4149,get pitbull agressive,tagmee.topn3,0.3916,get pitbull agressive Pitbull  rapper  Aggression,conceptluster.topn5.3.qld,0.3916,get pitbull agressive aggression pitbull rapper,sensedisambiguation.replace,0.3477,How do i suffer my pitbull more agressive,,,,,,,,,,,,,,,,,,,,,,,,,,,
4153592,what can make someones ear s stink,0.0643,8,bertqe.topn10.qld,0.0852,"{'what can make someones ears stink': 1.5, ' also stink': 1.0, 'ancient stink  someone': 0.793925026454032, 'stinks  sorry': 0.6241621968474829, 'stinks means': 0.5848502707322764, 'ears  farting': 0.3173186466003022}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.0761,"{'someon': 2, 'make': 2, 'can': 2, 'what': 2, 'ear': 2, 'stink': 2, 'fart': 1.857, 'oe': 1.571, 'hoist': 1.429, 'fice': 1.286, 'ofr': 1.286, 'ult': 1.286, 'petard': 1.286, 'amereng': 1.286, 'raspberri': 1.0}",thesaurus.topn3,0.0743,make someones ear  s stink,anchor.topn3,0.0743,make someones ear  s stink,thesaurus.topn3.replace,0.0743,make someones ear  s stink,anchor.topn3.replace,0.0743,make someones ear  s stink,termluster.topn5.3.qld,0.0743,make someones ear  s stink,onfields.topn3.10.2.25.1.qld,0.0743,"{'stink?': 2, ""ear'"": 2, 'someon': 2, 'make': 2, 'can': 2, 'what': 2, 'cat': 2.0, 'stink': 1.455, 'garden': 1.364, 'fart': 1.364, 'tri': 1.364, 'hoist': 1.273, 'fice': 1.182, 'petard': 1.182, 'ult': 1.182, 'amereng': 1.182, 'raspberri': 1.0}",,,,,,,,,,,,,,,,,,,,,,,,,,,
2382487,what do i do if i have not started my period in like almost   months,0.0599,9,onfields.topn3.10.2.25.1.qld,0.0985,"{'months?': 2, '6': 2, 'almost': 2, 'like': 2, 'in': 2, 'my': 2, 'start': 2, 'not': 2, 'have': 2, 'if': 2, 'i': 2, 'do': 2, 'what': 2, 'ill': 2.0, 'period': 2, 'month': 1.875, 'texa': 1.688, 'record': 1.562, 'presid': 1.562, 'mental': 1.562, 'hous': 1.312, 'enron': 1.25, 'alltim': 1.188, 'histori': 1.0}",thesaurus.topn3,0.0777,started period like almost   months,anchor.topn3,0.0777,started period like almost   months,wiki.topn3,0.0777,started period like almost   months,tagmee.topn3,0.0777,started period like almost   months,thesaurus.topn3.replace,0.0777,started period like almost months,anchor.topn3.replace,0.0777,started period like almost   months,termluster.topn5.3.qld,0.0777,started period like almost   months,conceptluster.topn5.3.qld,0.0777,started period like almost   months,,,,,,,,,,,,,,,,,,,,,,,,
2380990,Why am I alive,0.0544,10,thesaurus.topn3,0.1652,alive,anchor.topn3,0.1652,alive,thesaurus.topn3.replace,0.1652,alive,anchor.topn3.replace,0.1652,alive,termluster.topn5.3.qld,0.1652,alive,bertqe.topn10.qld,0.1087,"{'Why am I alive': 1.5, 'alive ': 1.0, 'alive know': 0.9958423402766258, 'alive god': 0.8032440478390446, 'alive dead ': 0.6603272950365513, 'human aliveit': 0.574369711268773}",word2vec.topn3,0.0949,alive dead alive  alive,word2vec.topn3.replace,0.0794,dead alive  alive,conceptnet.topn3,0.0569,alive An animal dead,stem.porter2,0.0554,whi am i aliv,,,,,,,,,,,,,,,,,,,,,
484496,Why a man float on water when he dies,0.1147,5,thesaurus.topn3,0.1521,man float water dies,anchor.topn3,0.1521,man float water dies,thesaurus.topn3.replace,0.1521,man float water dies,anchor.topn3.replace,0.1521,man float water dies,termluster.topn5.3.qld,0.1521,man float water dies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003223,What are the marketing gimmicks that will attract males,0.2635,7,thesaurus.topn3,0.3096,marketing gimmicks attract males,anchor.topn3,0.3096,marketing gimmicks attract males,thesaurus.topn3.replace,0.3096,marketing gimmicks attract males,anchor.topn3.replace,0.3096,marketing gimmicks attract males,termluster.topn5.3.qld,0.3096,marketing gimmicks attract males,docluster.topn10.3.qld,0.2999,what are the marketing gimmicks that will attract males  gimmick corona,relevancefeedback.topn10.qld,0.29100000000000004,what are the marketing gimmicks that will attract males     you gimmick corona crab panten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4185395,how can i cure the std or the sexually transmitted disease,0.5123,4,thesaurus.topn3,0.5203,cure std sexually transmitted disease,anchor.topn3,0.5203,cure std sexually transmitted disease,thesaurus.topn3.replace,0.5203,cure std sexually transmitted disease,anchor.topn3.replace,0.5203,cure std sexually transmitted disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292734,what color you like the most and why,0.0241,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3389038,why the media in US and Europe is always attacking the Arabs and Islam without finding the truth about them,0.1396,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474417,what does the prefix  cyclo  mean in greek mythology,0.4026,5,thesaurus.topn3,0.429,prefix    cyclo    mean greek mythology,anchor.topn3,0.429,prefix    cyclo    mean greek mythology,thesaurus.topn3.replace,0.429,prefix cyclo mean greek mythology,anchor.topn3.replace,0.429,prefix    cyclo    mean greek mythology,termluster.topn5.3.qld,0.429,prefix    cyclo    mean greek mythology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3278654,Why do Kamikaze pilots wear helmets,0.544,1,sensedisambiguation,0.5917,Why do Kamikaze pilots pilot wear helmets helmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4365565,How Does Water Pressure Change,0.076,7,thesaurus.topn3,0.1061,water pressure change,anchor.topn3,0.1061,water pressure change,thesaurus.topn3.replace,0.1061,water pressure change,anchor.topn3.replace,0.1061,water pressure change,stem.krovetz,0.0953,how do water pressure change,stem.lovins,0.0953,how do water pressur chang,termluster.topn5.3.qld,0.0927,water pressure change chang pressur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354733,What are the names of some famous photographers and why do their work stand up,0.0955,5,thesaurus.topn3,0.1028,names famous photographers work stand,anchor.topn3,0.1028,names famous photographers work stand,thesaurus.topn3.replace,0.1028,names famous photographers work stand,anchor.topn3.replace,0.1028,names famous photographers work stand,termluster.topn5.3.qld,0.1028,names famous photographers work stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224109,what is citriscidal,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4126337,Why does my friend buy,0.0373,10,thesaurus.topn3,0.0744,friend buy,anchor.topn3,0.0744,friend buy,wiki.topn3,0.0744,friend buy,tagmee.topn3,0.0744,friend buy,thesaurus.topn3.replace,0.0744,friend buy,anchor.topn3.replace,0.0744,friend buy,termluster.topn5.3.qld,0.0744,friend buy,conceptluster.topn5.3.qld,0.0744,friend buy,onfields.topn3.10.2.25.1.qld,0.0461,"{'buy...?': 2, 'my': 2, 'doe': 2, 'whi': 2, 'friend': 2, 'money': 1.818, 'make': 1.545, 'car': 1.545, 'life': 1.545, 'buy': 1.545, 'home': 1.273, 'pleasur': 1.227, 'homophob': 1.136, 'convers': 1.136, 'expens': 1.091}",stem.krovetz,0.0404,why do my friend buy,,,,,,,,,,,,,,,,,,,,,
1957887,How can I hunt down and punch the people that keep spamming me,0.1735,9,sensedisambiguation,0.2298,How can I hunt down and punch the people that keep sustain spamming spam me,thesaurus.topn3,0.2253,hunt punch people keep spamming,anchor.topn3,0.2253,hunt punch people keep spamming,thesaurus.topn3.replace,0.2253,hunt punch people keep spamming,anchor.topn3.replace,0.2253,hunt punch people keep spamming,termluster.topn5.3.qld,0.2253,hunt punch people keep spamming,bertqe.topn10.qld,0.1857,"{'How can I hunt down and punch the people that keep spamming me': 1.5, 'know way': 1.0, 'spam people ': 0.6138731081742074, 'keep ': 0.3703616434379936, 'like spam attacks': 0.34113365668050355, 'spammed death  sorry pal ': 0.21275825058183687}",conceptluster.topn5.3.qld,0.1804,hunt punch people keep spamming punch magazine fox hunting county spamming,tagmee.topn3,0.1742,hunt punch people keep spamming Fox hunting County Down Punch  magazine  Spamming,,,,,,,,,,,,,,,,,,,,,,,,
78762,why do i have pterofobia,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159716,How do I find an Inmate at Southwest Detention Center       Auld Rd   Murrieta  CA,0.2702,5,thesaurus.topn3,0.3044,find inmate southwest detention center       auld rd  murrieta ca,anchor.topn3,0.3044,find inmate southwest detention center       auld rd  murrieta ca,thesaurus.topn3.replace,0.3044,find inmate southwest detention center auld rd  murrieta ca,anchor.topn3.replace,0.3044,find inmate southwest detention center       auld rd  murrieta ca,termluster.topn5.3.qld,0.3044,find inmate southwest detention center       auld rd  murrieta ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481173,why live  when your in misery,0.2793,6,onfields.topn3.10.2.25.1.qld,0.4212,"{'misery?': 2, 'in': 2, 'your': 2, 'when': 2, 'live,': 2, 'whi': 2, 'miser': 2.0, 'id': 1.538, 'die': 1.385, 'content': 1.231, 'imbal': 1.154, 'mantra': 1.154, 'illus': 1.154, 'httpwwwstephenknappcomchantingharekrishnahtm': 1.077, '30374818': 1.077, 'temporari': 1.0, 'miseri': 1.0}",thesaurus.topn3,0.3601,live misery,anchor.topn3,0.3601,live misery,thesaurus.topn3.replace,0.3601,live misery,anchor.topn3.replace,0.3601,live misery,termluster.topn5.3.qld,0.3601,live misery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814722,why is the new jersey smoking ban not considered unconstitutional,0.2405,4,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.326,"{'consid': 2, 'not': 2, 'ban': 2, 'smoke': 2, 'jersey': 2, 'new': 2, 'the': 2, 'is': 2, 'whi': 2, 'unconstitut': 2, 'child': 2.0, 'labor': 1.737, 'constitut': 1.526, 'nation': 1.421, 'children': 1.368, 'caus': 1.263, 'employ': 1.211, 'claus': 1.211, 'ilo': 1.158, 'treati': 1.0}",tagmee.topn3,0.2579,new jersey smoking ban considered unconstitutional New Jersey Smoking ban Constitutionality,conceptluster.topn5.3.qld,0.2579,new jersey smoking ban considered unconstitutional new jersey constitutionality smoking ban,onfields.topn3.10.2.25.1.qld,0.2503,"{'unconstitutional?': 2, 'consid': 2, 'not': 2, 'ban': 2, 'smoke': 2, 'jersey': 2, 'new': 2, 'the': 2, 'is': 2, 'whi': 2, 'child': 2.0, 'labor': 1.737, 'constitut': 1.526, 'nation': 1.421, 'children': 1.368, 'caus': 1.263, 'employ': 1.211, 'claus': 1.211, 'unconstitut': 1.211, 'ilo': 1.158, 'treati': 1.0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040435,USA have Snow  Hurricanes  Flood  Earthquakes and politicians  Brazil only have politicians  why,0.3199,8,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.5508,"{'whi': 2, 'onli': 2, 'brazil': 2, 'politician': 2, 'and': 2, 'snow': 2, 'have': 2, 'usa': 2, 'flood': 2, 'earthquak': 2, 'hurrican': 2, 'wit': 2.0, 'mix': 1.875, 'id': 1.5, 'content': 1.375, 'tonado': 1.125, '30404352': 1.125, '180629811': 1.125, '31468791': 1.125}",onfields.topn3.10.2.25.1.qld,0.4638,"{'why?': 2, 'onli': 2, 'brazil': 2, 'politicians,': 2, 'and': 2, 'flood,': 2, 'hurricanes,': 2, 'snow,': 2, 'have': 2, 'usa': 2, 'earthquak': 2, 'wit': 2.0, 'mix': 1.875, 'id': 1.5, 'content': 1.375, 'hurrican': 1.375, 'flood': 1.25, '31468791': 1.125, '30404352': 1.125, 'tonado': 1.125, '180629811': 1.125}",thesaurus.topn3,0.3315,usa snow hurricanes flood earthquakes politicians brazil politicians,anchor.topn3,0.3315,usa snow hurricanes flood earthquakes politicians brazil politicians,thesaurus.topn3.replace,0.3315,usa snow hurricanes flood earthquakes politicians brazil politicians,anchor.topn3.replace,0.3315,usa snow hurricanes flood earthquakes politicians brazil politicians,termluster.topn5.3.qld,0.3315,usa snow hurricanes flood earthquakes politicians brazil politicians,tagmee.topn3,0.3286,usa snow hurricanes flood earthquakes politicians brazil politicians United States Snow Tropical cyclone Flood Earthquake Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,
953489,Why do I have to dumb myself down all the time though I am highly undereducated,0.0033,14,thesaurus.topn3,0.0337,dumb time though highly undereducated,anchor.topn3,0.0337,dumb time though highly undereducated,thesaurus.topn3.replace,0.0337,dumb time though highly undereducated,anchor.topn3.replace,0.0337,dumb time though highly undereducated,termluster.topn5.3.qld,0.0337,dumb time though highly undereducated,stem.trunc5,0.0155,why do i have to dumb mysel down all the time thoug i am highl under,tagmee.topn3,0.0137,dumb time though highly undereducated Time  magazine,conceptluster.topn5.3.qld,0.0137,dumb time though highly undereducated time magazine,stem.trunc4,0.0086,why do i have to dumb myse down all the time thou i am high unde,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.0056,"{'highli': 2, 'am': 2, 'though': 2, 'time': 2, 'the': 2, 'all': 2, 'down': 2, 'myself': 2, 'dumb': 2, 'to': 2, 'have': 2, 'i': 2, 'do': 2, 'whi': 2, 'content': 2.0, 'id': 2.0, 'undereduc': 2, 'draft': 1.667, 'backfir': 1.333, 'hous': 1.333, 'scare': 1.333, '8041695': 1.333, '13770453': 1.333, '11916974': 1.333, 'kerri': 1.0}",onfields.topn3.10.2.25.1.qld,0.0054,"{'undereducated?': 2, 'highli': 2, 'am': 2, 'though': 2, 'time': 2, 'the': 2, 'all': 2, 'down': 2, 'myself': 2, 'dumb': 2, 'to': 2, 'have': 2, 'i': 2, 'do': 2, 'whi': 2, 'content': 2.0, 'id': 2.0, 'undereduc': 2.0, 'draft': 1.667, 'backfir': 1.333, 'hous': 1.333, 'scare': 1.333, '8041695': 1.333, '11916974': 1.333, '13770453': 1.333, 'kerri': 1.0}",glove.topn3,0.0053,dumb time though highly undereducated stupid silly when   although but extremely most   aou   mangxamba,stem.porter,0.004,why do i have to dumb myself down all the time though i am highli undereducat,stem.porter2,0.0034,whi do i have to dumb myself down all the time though i am high undereduc,,,,,,,,,
2309774,Why do I keep seeing people on here  dissing  on the soldiers in Iraq,0.2607,7,onfields.topn3.10.2.25.1.qld,0.3272,"{'iraq?': 2, 'in': 2, 'the': 2, ""'dissing'"": 2, 'here': 2, 'on': 2, 'peopl': 2, 'see': 2, 'keep': 2, 'i': 2, 'do': 2, 'whi': 2, 'soldier': 2, 'war': 1.6, 'id': 1.5, 'diss': 1.5, 'bush': 1.3, 'content': 1.3, 'disrespect': 1.3, 'lie': 1.3, 'rightw': 1.2, 'sshhit': 1.1, '93rd': 1.1}",thesaurus.topn3,0.2754,keep seeing people  dissing soldiers iraq,anchor.topn3,0.2754,keep seeing people  dissing soldiers iraq,thesaurus.topn3.replace,0.2754,keep seeing people  dissing soldiers iraq,anchor.topn3.replace,0.2754,keep seeing people  dissing soldiers iraq,termluster.topn5.3.qld,0.2754,keep seeing people  dissing soldiers iraq,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.2746,"{'iraq': 2, 'in': 2, 'the': 2, 'here': 2, 'on': 2, 'peopl': 2, 'see': 2, 'keep': 2, 'i': 2, 'do': 2, 'whi': 2, 'diss': 2, 'soldier': 2, 'war': 1.6, 'id': 1.5, 'bush': 1.3, 'content': 1.3, 'disrespect': 1.3, 'lie': 1.3, 'rightw': 1.2, 'sshhit': 1.1, '230977420': 1.1}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152934,Why don t fat people have to pay more for air travel,0.1138,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387874,Why does asparugus make your pee stink,0.5389,5,thesaurus.topn3,0.56,asparugus make pee stink,anchor.topn3,0.56,asparugus make pee stink,thesaurus.topn3.replace,0.56,asparugus make pee stink,anchor.topn3.replace,0.56,asparugus make pee stink,termluster.topn5.3.qld,0.56,asparugus make pee stink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291272,How is Catholicism not Christianity,0.2694,7,thesaurus.topn3,0.2809,catholicism christianity,anchor.topn3,0.2809,catholicism christianity,tagmee.topn3,0.2809,catholicism christianity Catholicism Christianity,thesaurus.topn3.replace,0.2809,catholicism christianity,anchor.topn3.replace,0.2809,catholicism christianity,termluster.topn5.3.qld,0.2809,catholicism christianity,conceptluster.topn5.3.qld,0.2809,catholicism christianity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411123,Why does nt America regard foriegn credentials,0.1922,5,thesaurus.topn3,0.198,does nt america regard foriegn credentials,anchor.topn3,0.198,does nt america regard foriegn credentials,thesaurus.topn3.replace,0.198,does nt america regard foriegn credentials,anchor.topn3.replace,0.198,does nt america regard foriegn credentials,termluster.topn5.3.qld,0.198,does nt america regard foriegn credentials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4165406,Why did the founder of Daewoo get a    year jail sentence,0.4472,6,thesaurus.topn3,0.4592,founder daewoo get    year jail sentence,anchor.topn3,0.4592,founder daewoo get    year jail sentence,thesaurus.topn3.replace,0.4592,founder daewoo get    year jail sentence,anchor.topn3.replace,0.4592,founder daewoo get    year jail sentence,termluster.topn5.3.qld,0.4592,founder daewoo get    year jail sentence,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.4519,"{'sentenc': 2, 'jail': 2, 'a': 2, 'get': 2, 'of': 2, 'founder': 2, 'the': 2, 'did': 2, 'whi': 2, '10year': 2, 'daewoo': 2, 'korea': 1.667, 'id': 1.444, 'motor': 1.444, 'chevrolet': 1.444, 'bupyong': 1.333, '91': 1.222, 'suzuki': 1.222, 'factori': 1.111, 'compani': 1.0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2418598,why do wisdom varies from person to person,0.1873,9,onfields.topn3.10.2.25.1.qld,0.2488,"{'person?': 2, 'to': 2, 'from': 2, 'do': 2, 'whi': 2, 'vari': 2, 'person': 2, 'knowledg': 2.0, 'wisdom': 2, 'id': 1.875, 'experi': 1.875, 'live': 1.625, 'percept': 1.5, 'choic': 1.375, 'content': 1.375, 'beauti': 1.375}",thesaurus.topn3,0.2317,wisdom varies person person,anchor.topn3,0.2317,wisdom varies person person,wiki.topn3,0.2317,wisdom varies person person,tagmee.topn3,0.2317,wisdom varies person person,thesaurus.topn3.replace,0.2317,wisdom varies person person,anchor.topn3.replace,0.2317,wisdom varies person person,termluster.topn5.3.qld,0.2317,wisdom varies person person,conceptluster.topn5.3.qld,0.2317,wisdom varies person person,,,,,,,,,,,,,,,,,,,,,,,,
3496147,Why was I punished for being christlike,0.0862,11,thesaurus.topn3,0.1124,punished christlike,anchor.topn3,0.1124,punished christlike,wiki.topn3,0.1124,punished christlike,tagmee.topn3,0.1124,punished christlike,thesaurus.topn3.replace,0.1124,punished christlike,anchor.topn3.replace,0.1124,punished christlike,termluster.topn5.3.qld,0.1124,punished christlike,conceptluster.topn5.3.qld,0.1124,punished christlike,sensedisambiguation,0.0948,Why was I punished punish for being christlike,stem.porter2,0.0905,whi was i punish for be christlik,wordnet.topn3,0.087,punished christlike penalise penalize christly,,,,,,,,,,,,,,,,,,
2452795,How can I heat the water within a     gal tank that s open to the atmosphere in Feb,0.1736,6,bertqe.topn10.qld,0.1871,"{'How can I heat the water within a 150 gal tank thats open to the atmosphere in Feb': 1.5, 'hot water  wait': 1.0, 'tank cloudy ': 0.8119387818779205, 'gal find': 0.5482693707555548, 'water heats hot water': 0.3973269145456379, 'tank put': 0.09675536879434674}",thesaurus.topn3,0.1745,heat water within     gal tank  s open atmosphere feb,anchor.topn3,0.1745,heat water within     gal tank  s open atmosphere feb,thesaurus.topn3.replace,0.1745,heat water within gal tank  s open atmosphere feb,anchor.topn3.replace,0.1745,heat water within     gal tank  s open atmosphere feb,termluster.topn5.3.qld,0.1745,heat water within     gal tank  s open atmosphere feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225575,what does  wet behind the ears  mean,0.3588,9,onfields.topn3.10.2.25.1.qld,0.555,"{'mean?': 2, ""ears'"": 2, 'the': 2, ""'wet"": 2, 'doe': 2, 'what': 2, 'ear': 2.0, 'behind': 2, 'wet': 2.0, 'content': 1.6, 'id': 1.6, 'inexperi': 1.4, 'colt': 1.2, 'allus': 1.2, '906616': 1.2, '22557512': 1.2, '22557522': 1.2}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.4996,"{'mean': 2, 'the': 2, 'doe': 2, 'what': 2, 'ear': 2, 'behind': 2, 'wet': 2, 'content': 1.6, 'id': 1.6, 'inexperi': 1.4, 'colt': 1.2, 'allus': 1.2, '22557512': 1.2, '22557522': 1.2, '906616': 1.2}",tagmee.topn3,0.3862, wet behind ears mean Mean,conceptluster.topn5.3.qld,0.3862, wet behind ears mean mean,thesaurus.topn3,0.3766, wet behind ears mean,anchor.topn3,0.3766, wet behind ears mean,thesaurus.topn3.replace,0.3766, wet behind ears mean,anchor.topn3.replace,0.3766, wet behind ears mean,termluster.topn5.3.qld,0.3766, wet behind ears mean,,,,,,,,,,,,,,,,,,,,,,,,
