qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18
474417,what does the prefix  cyclo  mean in greek mythology,0.596,7,thesaurus.topn3,0.6890000000000001,prefix    cyclo    mean greek mythology,anchor.topn3,0.6890000000000001,prefix    cyclo    mean greek mythology,thesaurus.topn3.replace,0.6890000000000001,prefix cyclo mean greek mythology,anchor.topn3.replace,0.6890000000000001,prefix    cyclo    mean greek mythology,termluster.topn5.3.bm25,0.6890000000000001,prefix    cyclo    mean greek mythology,tagmee.topn3,0.6044,prefix    cyclo    mean greek mythology Greek mythology,conceptluster.topn5.3.bm25,0.6044,prefix    cyclo    mean greek mythology greek mythology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3278654,Why do Kamikaze pilots wear helmets,0.5536,9,word2vec.topn3,0.5788,kamikaze pilots wear helmets aviators wore visors,wordnet.topn3.replace,0.5772,kamikaze fender pilot film original have on wear upon helmets,sensedisambiguation,0.5771,Why do Kamikaze pilots pilot wear helmets helmet,thesaurus.topn3,0.5743,kamikaze pilots wear helmets,anchor.topn3,0.5743,kamikaze pilots wear helmets,thesaurus.topn3.replace,0.5743,kamikaze pilots wear helmets,anchor.topn3.replace,0.5743,kamikaze pilots wear helmets,termluster.topn5.3.bm25,0.5743,kamikaze pilots wear helmets,stem.porter2,0.5566,whi do kamikaz pilot wear helmet,,,,,,,,,,,,,,,,,,,,,,,,,,,
4365565,How Does Water Pressure Change,0.2219,9,thesaurus.topn3,0.561,water pressure change,anchor.topn3,0.561,water pressure change,thesaurus.topn3.replace,0.561,water pressure change,anchor.topn3.replace,0.561,water pressure change,termluster.topn5.3.bm25,0.561,water pressure change,tagmee.topn3,0.4739,water pressure change Pressure Calculus,conceptluster.topn5.3.bm25,0.3712,water pressure change calculus,stem.krovetz,0.2876,how do water pressure change,stem.lovins,0.2876,how do water pressur chang,,,,,,,,,,,,,,,,,,,,,,,,,,,
354733,What are the names of some famous photographers and why do their work stand up,0.1108,13,thesaurus.topn3,0.3053,names famous photographers work stand,anchor.topn3,0.3053,names famous photographers work stand,thesaurus.topn3.replace,0.3053,names famous photographers work stand,anchor.topn3.replace,0.3053,names famous photographers work stand,termluster.topn5.3.bm25,0.3053,names famous photographers work stand,tagmee.topn3,0.2198,names famous photographers work stand Photography,conceptluster.topn5.3.bm25,0.2198,names famous photographers work stand photography,glove.topn3,0.185,names famous photographers work stand well known famed cameramen paparazzi,sensedisambiguation,0.1421,What are the names name of some famous celebrated photographers photographer and why do their work workplace stand up,onfields.topn3.10.2.25.1.bm25,0.1387,"{'up': 2, 'stand': 2, 'their': 2, 'do': 2, 'whi': 2, 'and': 2, 'famou': 2, 'some': 2, 'of': 2, 'name': 2, 'the': 2, 'are': 2, 'what': 2, 'work': 2, 'id': 2.0, 'photograph': 2, 'that': 1.5, 'content': 1.5, 'flower': 1.333, 'ansel': 1.167, 'leibovitz': 1.167, '3547330': 1.167, '29243902': 1.167, '8388112': 1.167}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.1387,"{'up': 2, 'stand': 2, 'their': 2, 'do': 2, 'whi': 2, 'and': 2, 'famou': 2, 'some': 2, 'of': 2, 'name': 2, 'the': 2, 'are': 2, 'what': 2, 'work': 2, 'id': 2.0, 'photograph': 2, 'that': 1.5, 'content': 1.5, 'flower': 1.333, 'ansel': 1.167, 'leibovitz': 1.167, '3547330': 1.167, '29243902': 1.167, '8388112': 1.167}",stem.porter2,0.1349,what are the name of some famous photograph and whi do their work stand up,wiki.topn3,0.11800000000000001,names famous photographers work stand      introductions photography optics Photography,,,,,,,,,,,,,,,
224109,what is citriscidal,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4126337,Why does my friend buy,0.1926,8,thesaurus.topn3,0.3049,friend buy,anchor.topn3,0.3049,friend buy,wiki.topn3,0.3049,friend buy,tagmee.topn3,0.3049,friend buy,thesaurus.topn3.replace,0.3049,friend buy,anchor.topn3.replace,0.3049,friend buy,termluster.topn5.3.bm25,0.3049,friend buy,conceptluster.topn5.3.bm25,0.3049,friend buy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957887,How can I hunt down and punch the people that keep spamming me,0.1272,10,sensedisambiguation,0.3409,How can I hunt down and punch the people that keep sustain spamming spam me,thesaurus.topn3,0.3398,hunt punch people keep spamming,anchor.topn3,0.3398,hunt punch people keep spamming,thesaurus.topn3.replace,0.3398,hunt punch people keep spamming,anchor.topn3.replace,0.3398,hunt punch people keep spamming,termluster.topn5.3.bm25,0.3398,hunt punch people keep spamming,conceptluster.topn5.3.bm25,0.2952,hunt punch people keep spamming spamming county punch magazine fox hunting,relevancefeedback.topn10.bm25,0.266,how can i hunt down and punch the people that keep spamming me  about me you spam get,tagmee.topn3,0.2571,hunt punch people keep spamming Fox hunting County Down Punch  magazine  Spamming,sensedisambiguation.replace,0.1309,How can I hunt down and punch the people that sustain spam me,,,,,,,,,,,,,,,,,,,,,,,,
78762,why do i have pterofobia,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159716,How do I find an Inmate at Southwest Detention Center       Auld Rd   Murrieta  CA,0.3368,5,thesaurus.topn3,0.5722,find inmate southwest detention center       auld rd  murrieta ca,anchor.topn3,0.5722,find inmate southwest detention center       auld rd  murrieta ca,thesaurus.topn3.replace,0.5722,find inmate southwest detention center auld rd  murrieta ca,anchor.topn3.replace,0.5722,find inmate southwest detention center       auld rd  murrieta ca,termluster.topn5.3.bm25,0.5722,find inmate southwest detention center       auld rd  murrieta ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481173,why live  when your in misery,0.2933,7,thesaurus.topn3,0.5742,live misery,anchor.topn3,0.5742,live misery,thesaurus.topn3.replace,0.5742,live misery,anchor.topn3.replace,0.5742,live misery,termluster.topn5.3.bm25,0.5742,live misery,stem.porter2,0.37200000000000005,whi live when your in miseri,wordnet.topn3,0.3299,live misery resilient subsist experience wretchedness miserableness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814722,why is the new jersey smoking ban not considered unconstitutional,0.585,6,thesaurus.topn3,0.6116,new jersey smoking ban considered unconstitutional,anchor.topn3,0.6116,new jersey smoking ban considered unconstitutional,thesaurus.topn3.replace,0.6116,new jersey smoking ban considered unconstitutional,anchor.topn3.replace,0.6116,new jersey smoking ban considered unconstitutional,termluster.topn5.3.bm25,0.6116,new jersey smoking ban considered unconstitutional,stem.porter2,0.6083,whi is the new jersey smoke ban not consid unconstitut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040435,USA have Snow  Hurricanes  Flood  Earthquakes and politicians  Brazil only have politicians  why,0.3158,9,rm3.topn10.10.0.5.bm25,0.5515,earthquak flood wit usa fear brazil onli hurrican snow mix have politician why carri got,onfields.topn3.10.2.25.1.bm25,0.5508,"{'whi': 2, 'onli': 2, 'brazil': 2, 'politician': 2, 'and': 2, 'snow': 2, 'have': 2, 'usa': 2, 'flood': 2, 'earthquak': 2, 'hurrican': 2, 'wit': 2.0, 'mix': 1.875, 'id': 1.5, 'content': 1.375, 'tonado': 1.125, '30404352': 1.125, '31468791': 1.125, '180629811': 1.125}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.5508,"{'whi': 2, 'onli': 2, 'brazil': 2, 'politician': 2, 'and': 2, 'snow': 2, 'have': 2, 'usa': 2, 'flood': 2, 'earthquak': 2, 'hurrican': 2, 'wit': 2.0, 'mix': 1.875, 'id': 1.5, 'content': 1.375, 'tonado': 1.125, '30404352': 1.125, '31468791': 1.125, '180629811': 1.125}",tagmee.topn3,0.4289,usa snow hurricanes flood earthquakes politicians brazil politicians United States Snow Tropical cyclone Flood Earthquake Brazil,thesaurus.topn3,0.3828,usa snow hurricanes flood earthquakes politicians brazil politicians,anchor.topn3,0.3828,usa snow hurricanes flood earthquakes politicians brazil politicians,thesaurus.topn3.replace,0.3828,usa snow hurricanes flood earthquakes politicians brazil politicians,anchor.topn3.replace,0.3828,usa snow hurricanes flood earthquakes politicians brazil politicians,termluster.topn5.3.bm25,0.3828,usa snow hurricanes flood earthquakes politicians brazil politicians,,,,,,,,,,,,,,,,,,,,,,,,,,,
953489,Why do I have to dumb myself down all the time though I am highly undereducated,0.0035,13,thesaurus.topn3,0.1725,dumb time though highly undereducated,anchor.topn3,0.1725,dumb time though highly undereducated,thesaurus.topn3.replace,0.1725,dumb time though highly undereducated,anchor.topn3.replace,0.1725,dumb time though highly undereducated,termluster.topn5.3.bm25,0.1725,dumb time though highly undereducated,tagmee.topn3,0.1664,dumb time though highly undereducated Time  magazine,conceptluster.topn5.3.bm25,0.1664,dumb time though highly undereducated time magazine,stem.trunc5,0.0313,why do i have to dumb mysel down all the time thoug i am highl under,glove.topn3,0.0225,dumb time though highly undereducated stupid silly when   although but extremely most   aou   mangxamba,wordnet.topn3,0.0207,dumb time though highly undereducated obtuse speechless mute sentence prison term meter extremely,conceptnet.topn3,0.0147,dumb time though highly undereducated inarticulate minute hour clock uneducated,stem.trunc4,0.0141,why do i have to dumb myse down all the time thou i am high unde,stem.porter2,0.0052,whi do i have to dumb myself down all the time though i am high undereduc,,,,,,,,,,,,,,,
2309774,Why do I keep seeing people on here  dissing  on the soldiers in Iraq,0.2471,11,thesaurus.topn3,0.5406,keep seeing people  dissing soldiers iraq,anchor.topn3,0.5406,keep seeing people  dissing soldiers iraq,thesaurus.topn3.replace,0.5406,keep seeing people  dissing soldiers iraq,anchor.topn3.replace,0.5406,keep seeing people  dissing soldiers iraq,termluster.topn5.3.bm25,0.5406,keep seeing people  dissing soldiers iraq,sensedisambiguation,0.3732,Why do I keep sustain seeing witness people on here  dissing   on the soldiers soldier in Iraq,sensedisambiguation.replace,0.3338,Why do I sustain witness people on here  dissing   on the soldier in iraq,stem.porter2,0.3329,whi do i keep see peopl on here diss on the soldier in iraq,wordnet.topn3,0.2809,keep seeing people  dissing soldiers iraq hold open go on living image witness envision multitude hoi polloi Republic of Iraq Irak,wordnet.topn3.replace,0.2704,hold open go on living image witness envision multitude hoi polloi  dissing soldiers Republic of Iraq Irak,relevancefeedback.topn10.bm25,0.2657,why do i keep seeing people on here  dissing  on the soldiers in iraq  mean soldier countri our everyon them,,,,,,,,,,,,,,,,,,,,,
1152934,Why don t fat people have to pay more for air travel,0.2369,2,stem.lovins,0.2787,why don t fat peopl hav to pay mor for air travel,stem.paicehusk,0.2787,why don t fat peopl hav to pay mor for air travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387874,Why does asparugus make your pee stink,0.5276,7,thesaurus.topn3,0.6537,asparugus make pee stink,anchor.topn3,0.6537,asparugus make pee stink,thesaurus.topn3.replace,0.6537,asparugus make pee stink,anchor.topn3.replace,0.6537,asparugus make pee stink,termluster.topn5.3.bm25,0.6537,asparugus make pee stink,stem.porter2,0.6033,whi doe asparugus make your pee stink,stem.krovetz,0.5688,why do asparugu make your pee stink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291272,How is Catholicism not Christianity,0.3904,8,thesaurus.topn3,0.4283,catholicism christianity,anchor.topn3,0.4283,catholicism christianity,tagmee.topn3,0.4283,catholicism christianity Catholicism Christianity,thesaurus.topn3.replace,0.4283,catholicism christianity,anchor.topn3.replace,0.4283,catholicism christianity,termluster.topn5.3.bm25,0.4283,catholicism christianity,conceptluster.topn5.3.bm25,0.4283,catholicism christianity,wiki.topn3,0.3986,catholicism christianity ecclesiology catholicism roman catholichurch Catholicism christianity monotheistireligions christians Christianity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411123,Why does nt America regard foriegn credentials,0.2413,6,thesaurus.topn3,0.2991,does nt america regard foriegn credentials,anchor.topn3,0.2991,does nt america regard foriegn credentials,thesaurus.topn3.replace,0.2991,does nt america regard foriegn credentials,anchor.topn3.replace,0.2991,does nt america regard foriegn credentials,termluster.topn5.3.bm25,0.2991,does nt america regard foriegn credentials,stem.porter2,0.2772,whi doe nt america regard foriegn credenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4165406,Why did the founder of Daewoo get a    year jail sentence,0.4534,6,thesaurus.topn3,0.6175,founder daewoo get    year jail sentence,anchor.topn3,0.6175,founder daewoo get    year jail sentence,thesaurus.topn3.replace,0.6175,founder daewoo get    year jail sentence,anchor.topn3.replace,0.6175,founder daewoo get    year jail sentence,termluster.topn5.3.bm25,0.6175,founder daewoo get    year jail sentence,stem.porter2,0.5371,whi did the founder of daewoo get a year jail sentenc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2418598,why do wisdom varies from person to person,0.3207,10,thesaurus.topn3,0.5255,wisdom varies person person,anchor.topn3,0.5255,wisdom varies person person,wiki.topn3,0.5255,wisdom varies person person,tagmee.topn3,0.5255,wisdom varies person person,thesaurus.topn3.replace,0.5255,wisdom varies person person,anchor.topn3.replace,0.5255,wisdom varies person person,termluster.topn5.3.bm25,0.5255,wisdom varies person person,conceptluster.topn5.3.bm25,0.5255,wisdom varies person person,conceptnet.topn3,0.4055,wisdom varies person person amplitude human,stem.porter2,0.3528,whi do wisdom vari from person to person,,,,,,,,,,,,,,,,,,,,,,,,
3496147,Why was I punished for being christlike,0.1598,10,sensedisambiguation,0.2317,Why was I punished punish for being christlike,bertqe.topn10.bm25,0.1895,"{'Why was I punished for being christlike': 1.5, 'punished christlike': 1.0, 'christlike ': 0.999907217672455, 'christlike  followers jesus': 0.4326305603341197, 'nt': 0.33305437282673117, 'punish suck': 0.22617678673581387}",thesaurus.topn3,0.1691,punished christlike,anchor.topn3,0.1691,punished christlike,wiki.topn3,0.1691,punished christlike,tagmee.topn3,0.1691,punished christlike,thesaurus.topn3.replace,0.1691,punished christlike,anchor.topn3.replace,0.1691,punished christlike,termluster.topn5.3.bm25,0.1691,punished christlike,conceptluster.topn5.3.bm25,0.1691,punished christlike,,,,,,,,,,,,,,,,,,,,,,,,
2452795,How can I heat the water within a     gal tank that s open to the atmosphere in Feb,0.3911,4,thesaurus.topn3,0.4038,heat water within     gal tank  s open atmosphere feb,anchor.topn3,0.4038,heat water within     gal tank  s open atmosphere feb,thesaurus.topn3.replace,0.4038,heat water within gal tank  s open atmosphere feb,anchor.topn3.replace,0.4038,heat water within     gal tank  s open atmosphere feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225575,what does  wet behind the ears  mean,0.5045,7,thesaurus.topn3,0.5456, wet behind ears mean,anchor.topn3,0.5456, wet behind ears mean,thesaurus.topn3.replace,0.5456, wet behind ears mean,anchor.topn3.replace,0.5456, wet behind ears mean,termluster.topn5.3.bm25,0.5456, wet behind ears mean,onfields.topn3.10.2.25.1.bm25,0.5299,"{'mean': 2, 'the': 2, 'doe': 2, 'what': 2, 'ear': 2, 'behind': 2, 'wet': 2, 'content': 1.6, 'id': 1.6, 'inexperi': 1.4, 'naiv': 1.4, 'allus': 1.2, '22557521': 1.2, '22557522': 1.2, '906616': 1.2}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.5299,"{'mean': 2, 'the': 2, 'doe': 2, 'what': 2, 'ear': 2, 'behind': 2, 'wet': 2, 'content': 1.6, 'id': 1.6, 'inexperi': 1.4, 'naiv': 1.4, 'allus': 1.2, '22557521': 1.2, '22557522': 1.2, '906616': 1.2}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838988,How can I get a cork out of  not into  a wine bottle without a corkscrew,0.7549,6,onfields.topn3.10.2.25.1.bm25,0.8026,"{'without': 2, 'wine': 2, 'into': 2, 'not': 2, 'of': 2, 'out': 2, 'a': 2, 'get': 2, 'i': 2, 'can': 2, 'how': 2, 'bottl': 2, 'corkscrew': 2, 'cork': 2, 'id': 1.278, 'pull': 1.278, 'worm': 1.222, 'wire': 1.167, 'content': 1.167, 'lever': 1.167, 'bent': 1.111, 'plier': 1.111}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.8026,"{'without': 2, 'wine': 2, 'into': 2, 'not': 2, 'of': 2, 'out': 2, 'a': 2, 'get': 2, 'i': 2, 'can': 2, 'how': 2, 'bottl': 2, 'corkscrew': 2, 'cork': 2, 'id': 1.278, 'pull': 1.278, 'worm': 1.222, 'wire': 1.167, 'content': 1.167, 'lever': 1.167, 'bent': 1.111, 'plier': 1.111}",sensedisambiguation.replace,0.7726,How can I bring a cork out of   not into   a wine bottle without a corkscrew,conceptluster.topn5.3.bm25,0.759,get cork wine bottle without corkscrew cork material wine bottle get     corkscrew,tagmee.topn3,0.7561,get cork wine bottle without corkscrew Can I Get A    Cork  material  Wine bottle Corkscrew,docluster.topn10.3.bm25,0.7554,how can i get a cork out of  not into  a wine bottle without a corkscrew  you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456214,What is the importance of absolute zero temperature,0.8747,7,tagmee.topn3,0.9135,importance absolute zero temperature Absolute zero Absolute zero Temperature,termluster.topn5.3.bm25,0.8965,importance absolute zero temperature zero absolut,conceptluster.topn5.3.bm25,0.8891,importance absolute zero temperature absolute zero temperature,thesaurus.topn3,0.8879,importance absolute zero temperature,anchor.topn3,0.8879,importance absolute zero temperature,thesaurus.topn3.replace,0.8879,importance absolute zero temperature,anchor.topn3.replace,0.8879,importance absolute zero temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761742,How can I become a playa,0.3418,12,thesaurus.topn3,0.7333,become playa,anchor.topn3,0.7333,become playa,tagmee.topn3,0.7333,become playa Canadian Hot     Playa  band,thesaurus.topn3.replace,0.7333,become playa,anchor.topn3.replace,0.7333,become playa,termluster.topn5.3.bm25,0.7333,become playa,conceptluster.topn5.3.bm25,0.7333,become playa canadian hot     playa band,wordnet.topn3.replace,0.6282,go turn playa,wordnet.topn3,0.5398,become playa go turn,glove.topn3,0.4571,become playa became tahp pwehr,word2vec.topn3,0.4472,become playa became lakebed,conceptnet.topn3,0.3969,become playa floodplain baller,,,,,,,,,,,,,,,,,,
3825386,How can I develop leanbody and muscles,0.2015,7,thesaurus.topn3,0.5011,develop leanbody muscles,anchor.topn3,0.5011,develop leanbody muscles,thesaurus.topn3.replace,0.5011,develop leanbody muscles,anchor.topn3.replace,0.5011,develop leanbody muscles,termluster.topn5.3.bm25,0.5011,develop leanbody muscles,tagmee.topn3,0.3688,develop leanbody muscles Developmental biology Muscle,conceptluster.topn5.3.bm25,0.3688,develop leanbody muscles developmental biology muscle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443586,What is a Bro,0.2837,13,thesaurus.topn3,0.4449,bro,wordnet.topn3,0.4449,bro,anchor.topn3,0.4449,bro,wiki.topn3,0.4449,bro,tagmee.topn3,0.4449,bro,conceptnet.topn3,0.4449,bro,thesaurus.topn3.replace,0.4449,bro,wordnet.topn3.replace,0.4449,bro,anchor.topn3.replace,0.4449,bro,conceptnet.topn3.replace,0.4449,bro,termluster.topn5.3.bm25,0.4449,bro,conceptluster.topn5.3.bm25,0.4449,bro,docluster.topn10.3.bm25,0.2981,what is a bro  bro about,,,,,,,,,,,,,,,
172731,how for is saturn from the sun,0.39799999999999996,7,thesaurus.topn3,0.4516,saturn sun,anchor.topn3,0.4516,saturn sun,tagmee.topn3,0.4516,saturn sun Saturn Sun,thesaurus.topn3.replace,0.4516,saturn sun,anchor.topn3.replace,0.4516,saturn sun,termluster.topn5.3.bm25,0.4516,saturn sun,conceptluster.topn5.3.bm25,0.4516,saturn sun saturn sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783398,What is a nucleus,0.4083,9,thesaurus.topn3,0.4572,nucleus,anchor.topn3,0.4572,nucleus,wiki.topn3,0.4572,nucleus,tagmee.topn3,0.4572,nucleus,thesaurus.topn3.replace,0.4572,nucleus,anchor.topn3.replace,0.4572,nucleus,termluster.topn5.3.bm25,0.4572,nucleus,conceptluster.topn5.3.bm25,0.4572,nucleus,wordnet.topn3,0.4302,nucleus core lens nucleus,,,,,,,,,,,,,,,,,,,,,,,,,,,
402514,why do my baked potatos never taste near as good as when I get them in a nice restaurant,0.3306,14,thesaurus.topn3,0.5232,baked potatos never taste near good get nice restaurant,anchor.topn3,0.5232,baked potatos never taste near good get nice restaurant,thesaurus.topn3.replace,0.5232,baked potatos never taste near good get nice restaurant,anchor.topn3.replace,0.5232,baked potatos never taste near good get nice restaurant,termluster.topn5.3.bm25,0.5232,baked potatos never taste near good get nice restaurant,conceptluster.topn5.3.bm25,0.4698,baked potatos never taste near good get nice restaurant restaurant taste national institute health care excellence potato baking mary j  blige song,tagmee.topn3,0.4676,baked potatos never taste near good get nice restaurant Why  Mary J  Blige song  Baking Potato Taste National Institute for Health and Care Excellence Restaurant,sensedisambiguation,0.3927,why do my baked potatos potato never taste near as good as when I get receive them in a nice restaurant,relevancefeedback.topn10.bm25,0.3776,why do my baked potatos never taste near as good as when i get them in a nice restaurant  potato food you bake drink,sensedisambiguation.replace,0.3573,why do my baked potato never taste near as good as when I receive them in a nice restaurant,stem.porter2,0.3514,whi do my bake potato never tast near as good as when i get them in a nice restaur,onfields.topn3.10.2.25.1.bm25,0.344,"{'nice': 2, 'a': 2, 'in': 2, 'them': 2, 'get': 2, 'i': 2, 'when': 2, 'good': 2, 'as': 2, 'near': 2, 'tast': 2, 'never': 2, 'my': 2, 'do': 2, 'whi': 2, 'bake': 2, 'restaur': 2, 'potato': 2, 'id': 1.667, 'content': 1.5, 'butter': 1.333, 'spud': 1.167, '200c': 1.167, '4025144': 1.167, '4025141': 1.167, '29338730': 1.167}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.344,"{'nice': 2, 'a': 2, 'in': 2, 'them': 2, 'get': 2, 'i': 2, 'when': 2, 'good': 2, 'as': 2, 'near': 2, 'tast': 2, 'never': 2, 'my': 2, 'do': 2, 'whi': 2, 'bake': 2, 'restaur': 2, 'potato': 2, 'id': 1.667, 'content': 1.5, 'butter': 1.333, 'spud': 1.167, '200c': 1.167, '4025144': 1.167, '4025141': 1.167, '29338730': 1.167}",wiki.topn3,0.3316,baked potatos never taste near good get nice restaurant list of best selling r b albums in thunited states ain t thinkin   bout you turn on thlights  song  Why  Mary J  Blige song  cake marshmallow cracker  food  Baking crops originating from bolivia onion potatoes Potato umami aftertaste dandruff Taste medicines and healthcarproducts regulatory agency clinical commissioning group yellow card scheme National Institute for Health and Care Excellence restaurants hotel franchising Restaurant,,,,,,,,,,,,
4278201,how does Ultraviolet Light Affects Seed Germination and plant growth,0.8796,5,thesaurus.topn3,0.8896,ultraviolet light affects seed germination plant growth,anchor.topn3,0.8896,ultraviolet light affects seed germination plant growth,thesaurus.topn3.replace,0.8896,ultraviolet light affects seed germination plant growth,anchor.topn3.replace,0.8896,ultraviolet light affects seed germination plant growth,termluster.topn5.3.bm25,0.8896,ultraviolet light affects seed germination plant growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539741,what cause the car to have white smoke coming from the muffler and making a kicking or knocking sounds,0.3759,5,thesaurus.topn3,0.494,cause car white smoke coming muffler making kicking knocking sounds,anchor.topn3,0.494,cause car white smoke coming muffler making kicking knocking sounds,thesaurus.topn3.replace,0.494,cause car white smoke coming muffler making kicking knocking sounds,anchor.topn3.replace,0.494,cause car white smoke coming muffler making kicking knocking sounds,termluster.topn5.3.bm25,0.494,cause car white smoke coming muffler making kicking knocking sounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3714728,Why is the world so shallow,0.2094,10,thesaurus.topn3,0.7338,world shallow,anchor.topn3,0.7338,world shallow,thesaurus.topn3.replace,0.7338,world shallow,anchor.topn3.replace,0.7338,world shallow,termluster.topn5.3.bm25,0.7338,world shallow,stem.porter2,0.3868,whi is the world so shallow,conceptnet.topn3,0.3172,world shallow deep fordable neritic,bertqe.topn10.bm25,0.2449,"{'Why is the world so shallow': 1.5, 'shallow ': 1.0, 'shallow place': 0.8227984776306622, 'shallow    ': 0.5374276181453481, 'pretty shallow  shallow': 0.45590026776241627, 'closed minded shallow ': 0.41318945552292197}",onfields.topn3.10.2.25.1.bm25,0.2408,"{'so': 2, 'the': 2, 'is': 2, 'whi': 2, 'world': 2, 'id': 2.0, 'shallow': 2, 'content': 1.6, 'npr': 1.2, 'elitest': 1.2, 'increat': 1.2, '1996017': 1.2, '26705707': 1.2, '30703091': 1.2, 'changebut': 1.2}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.2408,"{'so': 2, 'the': 2, 'is': 2, 'whi': 2, 'world': 2, 'id': 2.0, 'shallow': 2, 'content': 1.6, 'npr': 1.2, 'elitest': 1.2, 'increat': 1.2, '1996017': 1.2, '26705707': 1.2, '30703091': 1.2, 'changebut': 1.2}",,,,,,,,,,,,,,,,,,,,,,,,
3778229,how were the witches tested in the salem witch trials,0.7936,1,sensedisambiguation,0.8306,how were the witches witch tested test in the salem witch trials trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3640705,what is the punishment for child molestors,0.2436,7,word2vec.topn3,0.2974,punishment child molestors retribution children mother infant child molesters peadophiles pedofiles,rm3.topn10.10.0.5.bm25,0.2823,molestor hide defend ha punish them what hang protect molest be child,thesaurus.topn3,0.2581,punishment child molestors,anchor.topn3,0.2581,punishment child molestors,thesaurus.topn3.replace,0.2581,punishment child molestors,anchor.topn3.replace,0.2581,punishment child molestors,termluster.topn5.3.bm25,0.2581,punishment child molestors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077370,Why do only Humans have Finger prints,0.5,11,thesaurus.topn3,0.6829,humans finger prints,anchor.topn3,0.6829,humans finger prints,thesaurus.topn3.replace,0.6829,humans finger prints,anchor.topn3.replace,0.6829,humans finger prints,termluster.topn5.3.bm25,0.6829,humans finger prints,bertqe.topn10.bm25,0.6258,"{'Why do only Humans have Finger prints': 1.5, 'prints identification': 1.0, 'fingers fingerprints ': 0.6714173016077878, 'uniqueness fingerprints  even': 0.45502707648084406, 'characteristics  person s fingerprint': 0.28814095196492545, 'finger prints   ': 0.22724158971895597}",sensedisambiguation,0.6042,Why do only Humans homo have Finger prints print,sensedisambiguation.replace,0.5306,Why do only homo have finger print,stem.porter2,0.5292,whi do onli human have finger print,onfields.topn3.10.2.25.1.bm25,0.5016,"{'have': 2, 'human': 2, 'onli': 2, 'do': 2, 'whi': 2, 'finger': 2, 'print': 2, 'id': 1.333, 'nose': 1.25, 'content': 1.25, 'paw': 1.167, 'printsno': 1.083, '10773703': 1.083, 'printsa': 1.083, '10773705': 1.083, 'printsor': 1.083}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.5016,"{'have': 2, 'human': 2, 'onli': 2, 'do': 2, 'whi': 2, 'finger': 2, 'print': 2, 'id': 1.333, 'nose': 1.25, 'content': 1.25, 'paw': 1.167, 'printsno': 1.083, '10773703': 1.083, 'printsa': 1.083, '10773705': 1.083, 'printsor': 1.083}",,,,,,,,,,,,,,,,,,,,,
