qid,abstractqueryexpansion,abstractqueryexpansion.qld.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18,method.19,metric.19,query.19,method.20,metric.20,query.20,method.21,metric.21,query.21,method.22,metric.22,query.22,method.23,metric.23,query.23,method.24,metric.24,query.24,method.25,metric.25,query.25,method.26,metric.26,query.26,method.27,metric.27,query.27,method.28,metric.28,query.28,method.29,metric.29,query.29,method.30,metric.30,query.30,method.31,metric.31,query.31,method.32,metric.32,query.32,method.33,metric.33,query.33
248,eggs shelf life ,,15,stem.krovetz,0.0021,egg shelf life ,stem.porter,0.0021,egg shelf life ,stem.porter2,0.0021,egg shelf life ,stem.sstemmer,0.0021,egg shelf life ,stem.trunc5,0.0021,eggs shelf life ,relevancefeedback.topn10.qld,0.0021,eggs shelf life ,tagmee.topn3,0.0014,eggs shelf life Egg  food  Shelf life ,conceptluster.topn5.3.qld,0.0014,eggs shelf life shelf life egg food ,docluster.topn10.3.qld,0.0013,eggs shelf life product ,tagmee.topn3.replace,0.0009,Egg  food  Shelf life ,conceptnet.topn3.replace,0.0004,eggs shelf death finite ,conceptnet.topn3,0.0003,eggs shelf life death finite ,termluster.topn5.3.qld,0.0003,eggs shelf life water shelf product egg life dry egg shelf dry ,sensedisambiguation,0.0002,eggs testis shelf life liveliness ,anchor.topn3,0.0001,eggs shelf life productions pet sickman garn jamahiriya  apicomplexan kdblife nánjīng    small  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,occupational therapist ,,25,wiki.topn3,0.0326,occupational therapist activities of daily living systematic review human development  biology  Occupational therapist ,wiki.topn3.replace,0.013,activities of daily living systematic review human development  biology  Occupational therapist ,tagmee.topn3,0.006999999999999999,occupational therapist Occupational therapist ,sensedisambiguation,0.006999999999999999,occupational therapist ,conceptnet.topn3,0.006999999999999999,occupational therapist ,tagmee.topn3.replace,0.006999999999999999,Occupational therapist ,sensedisambiguation.replace,0.006999999999999999,occupational therapist ,conceptnet.topn3.replace,0.006999999999999999,occupational therapist ,stem.krovetz,0.006999999999999999,occupational therapist ,stem.porter,0.006999999999999999,occup therapist ,stem.porter2,0.006999999999999999,occup therapist ,stem.sstemmer,0.006999999999999999,occupational therapist ,relevancefeedback.topn10.qld,0.006999999999999999,occupational therapist ,docluster.topn10.3.qld,0.006999999999999999,occupational therapist occup ,conceptluster.topn5.3.qld,0.006999999999999999,occupational therapist occupational therapist ,bertqe.topn10.qld,0.0065,"{'occupational therapist': 0.9375, 'occupational therapist occupational': 1.0, 'occupational therapist licensed occupational': 0.5625, 'therapist occupational therapy assistant': 0.43750000000000017, 'therapist  occupational therapy   a   font   td ': 0.18750000000000017} ",wordnet.topn3,0.0044,occupational therapist healer ,word2vec.topn3,0.0032,occupational therapist non occupational psychotherapist therapy ,adaponfields.topn3.exgov2.4.0.25.10.4.0.qld,0.0014,"{'therapist': 2, 'occup': 2, 'therapi': 1.514, '07312004': 1.437, 'assist': 1.381, 'supervis': 1.288, 'licens': 1.282, 'propos': 1.098, 'njac': 1.098, 'respons': 1.077, 'andor': 1.048} ",thesaurus.topn3,0.0011,occupational therapist  business career  adviser analyst ,anchor.topn3,0.0011,occupational therapist therapi therapy aut therapy dolphin ,termluster.topn5.3.qld,0.0007,occupational therapist travel time therapist assist care current ,anchor.topn3.replace,0.0004,occupational therapi therapy aut therapy dolphin ,glove.topn3,0.0002,occupational therapist workplace therapists psychologist ,rm3.topn10.10.0.5.qld,0.0001,ot licens feb assist mar apr hcr occup therapi therapist ,,,,,,,,,,,,,,,,,,,,,,,,
250,ford edge problems ,,25,stem.trunc4,0.05,ford edge prob ,stem.trunc5,0.05,ford edge probl ,word2vec.topn3,0.0167,ford edge problems mondeo edge  difficulties issues ,word2vec.topn3.replace,0.0024,mondeo edge  difficulties issues ,conceptnet.topn3,0.0021,ford edge problems ,conceptnet.topn3.replace,0.0021,ford edge problems ,stem.krovetz,0.0021,ford edge problem ,stem.lovins,0.0021,ford edg problem ,stem.paicehusk,0.0021,ford edg problem ,stem.porter,0.0021,ford edg problem ,stem.porter2,0.0021,ford edg problem ,stem.sstemmer,0.0021,ford edge problem ,relevancefeedback.topn10.qld,0.0021,ford edge problems ,docluster.topn10.3.qld,0.0021,ford edge problems ,tagmee.topn3,0.0019,ford edge problems Ford Edge ,termluster.topn5.3.qld,0.0019,ford edge problems vehicl edg vehicl ford ,conceptluster.topn5.3.qld,0.0019,ford edge problems ford edge ,tagmee.topn3.replace,0.0014,Ford Edge ,sensedisambiguation.replace,0.001,ford edge trouble ,sensedisambiguation,0.0009,ford edge problems trouble ,wiki.topn3,0.0006,ford edge problems ford thunderbird  eleventh generation  ford taurus sho ford ltd crown victoria Ford Edge ,anchor.topn3,0.0003,ford edge problems mmt  dt   pangra ,wiki.topn3.replace,0.0003,ford thunderbird  eleventh generation  ford taurus sho ford ltd crown victoria Ford Edge ,thesaurus.topn3,0.0001,ford edge problems  connect cover  boundary brink  complication dilemma ,wordnet.topn3,0.0001,ford edge problems Henry Ford Gerald Rudolph Ford march sharpness boundary trouble job ,,,,,,,,,,,,,,,,,,,,,,,,
251,identifying spider bites ,0.0093,4,rm3.topn10.10.0.5.qld,0.0132,glen widow bite spider black reclus amp brown symptom identifi ,tagmee.topn3,0.0103,identifying spider bites Spider Spider bite ,conceptluster.topn5.3.qld,0.0103,identifying spider bites spider bite spider ,termluster.topn5.3.qld,0.0098,identifying spider bites bite symptom brown treatment symptom spider ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,history of orcas island ,0.0567,1,termluster.topn5.3.qld,0.0608,history orcas island san orca juan san juan island histori juan orca ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,tooth abscess ,0.0267,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,barrett s esophagus ,0.006999999999999999,3,termluster.topn5.3.qld,0.0146,barrett  s esophagus biopsi cancer develop treatment treat tissu ,relevancefeedback.topn10.qld,0.0099,barrett s esophagus esophagu esophag barrett ,docluster.topn10.3.qld,0.0082,barrett s esophagus esophagu ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,teddy bears ,0.0071,3,wordnet.topn3.replace,0.0111,slip shimmy teddy bear take over brook carry ,sensedisambiguation,0.008,teddy bears bear ,docluster.topn10.3.qld,0.008,teddy bears bear ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,patron saint of mental illness ,0.0675,4,rm3.topn10.10.0.5.qld,0.0769,rite mental patron st calendar ill roman saint cathol dymphna ,onfields.topn3.10.4.0.qld,0.071,"{'ill': 2, 'mental': 2, 'of': 2, 'st': 2.0, 'patron': 2, 'saint': 2, 'rite': 1.144, 'cathol': 1.142, 'roman': 1.14, 'calendar': 1.138, 'dymphna': 1.101, 'medal': 1.097, 'backgroundposit': 1.021, 'documentlocationprotocol': 1.014} ",tagmee.topn3,0.0704,patron saint mental illness Patron saint Mental disorder ,conceptluster.topn5.3.qld,0.0704,patron saint mental illness patron saint mental disorder ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,holes by louis sachar ,0.0529,2,tagmee.topn3,0.0538,holes louis sachar Holes  film  Louis Sachar ,conceptluster.topn5.3.qld,0.0538,holes louis sachar holes film louis sachar ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,hip roof ,0.0158,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,carpenter bee ,0.0665,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,the american revolutionary ,0.0353,3,termluster.topn5.3.qld,0.0603,american revolutionary battl dure revolutionari war dure battl ,rm3.topn10.10.0.5.qld,0.0495,revolut georg washington american british war philippin battl coloni revolutionari ,word2vec.topn3,0.0429,american revolutionary british america revolution radical ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,folk remedies sore throat ,0.0252,3,sensedisambiguation,0.0485,folk tribe remedies remedy sore throat ,sensedisambiguation.replace,0.0476,tribe remedy sore throat ,onfields.topn3.10.4.0.qld,0.0476,"{'folk': 2, 'remedi': 2, 'throat': 2, 'sore': 2, 'cold': 1.486, 'canker': 1.187, 'cure': 1.155, 'infect': 1.14, 'caus': 1.079, 'chamomil': 1.05, 'blockcont': 1.043, 'googlecolorbord': 1.022} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,balding cure ,0.0046,2,rm3.topn10.10.0.5.qld,0.0049,bald finasterid remedi hair treatment cure oil loss medic minoxidil ,termluster.topn5.3.qld,0.0047,balding cure product loss hair bald hair loss ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,evidence for evolution ,0.0165,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,tribe formerly living in alabama ,0.0258,8,conceptnet.topn3,0.041,tribe formerly living alabama chief group home room house a state ,glove.topn3,0.0408,tribe formerly living alabama tribal previously known mississippi tennessee ,termluster.topn5.3.qld,0.0336,tribe formerly living alabama alabama cheroke choctaw cheroke choctaw creek ,wiki.topn3,0.0328,tribe formerly living alabama certificatof degreof indian blood yaquina people treaty rights Tribe  Native American  alabama tennessee south carolina Alabama ,tagmee.topn3,0.0324,tribe formerly living alabama Tribe  Native American  Alabama ,conceptluster.topn5.3.qld,0.0324,tribe formerly living alabama alabama tribe native american ,onfields.topn3.10.4.0.qld,0.027000000000000003,"{'alabama': 2, 'in': 2, 'live': 2, 'formerli': 2, 'tribe': 2, 'nativ': 2.0, 'american': 1.787, 'indian': 1.652, 'villag': 1.555, 'languag': 1.544, 'river': 1.413, 'linguist': 1.284, 'rancheria': 1.123, 'hokansiouan': 1.11, 'algonquianwakashan': 1.11} ",relevancefeedback.topn10.qld,0.0263,tribe formerly living in alabama indian fact were seminol letter hi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,F  tornado ,0.0029,6,wiki.topn3,0.0162,f  tornado enhanced fujita scale tornadoes in japan list of derecho events Fujita scale fujita scale tornado tornadogenesis Tornado ,wiki.topn3.replace,0.0156,enhanced fujita scale tornadoes in japan list of derecho events Fujita scale fujita scale tornado tornadogenesis Tornado ,tagmee.topn3,0.0092,f  tornado Fujita scale Tornado ,conceptluster.topn5.3.qld,0.0092,f  tornado fujita scale tornado ,tagmee.topn3.replace,0.0064,Fujita scale Tornado ,rm3.topn10.10.0.5.qld,0.0036,weather storm oklahoma    tornado f  sever damag scale kill ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,symptoms of heart attack ,0.0161,1,rm3.topn10.10.0.5.qld,0.0195,patient pain diseas blood treatment heart medicin attack symptom arteri women ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,feliz navidad lyrics ,0.0059,4,wiki.topn3,0.0118,feliz navidad lyrics sangrlatina el amor dmi vida  song  llegar a ti Feliz Navidad  song  ,wiki.topn3.replace,0.0118,sangrlatina el amor dmi vida  song  llegar a ti Feliz Navidad  song  ,termluster.topn5.3.qld,0.0118,feliz navidad lyrics song ,onfields.topn3.10.4.0.qld,0.0118,"{'feliz': 2, 'lyric': 2, 'navidad': 2, 'var': 1.135, 'minicinnamon': 1.035, 'velasquez': 1.035, 'jaci': 1.035, 'newgoogvar': 1.028, 'googindex': 1.021, 'googindexend': 1.009, 'capub3610829201646579': 1.007} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,benefits of running ,0.011,2,tagmee.topn3,0.0201,benefits running Health Running ,conceptluster.topn5.3.qld,0.0201,benefits running health running ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,marshall county schools ,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,sun tzu ,0.0153,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,halloween activities for middle school ,0.0667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,dreams interpretation ,0.0132,2,tagmee.topn3,0.0133,dreams interpretation Dream Dream interpretation ,conceptluster.topn5.3.qld,0.0133,dreams interpretation dream dream interpretation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,wilson s disease ,0.0136,1,onfields.topn3.10.4.0.qld,0.0236,"{""wilson'"": 2, 'diseas': 2, 'wilson': 1.917, 'copper': 1.324, 'treatment': 1.259, 'liver': 1.227, 'diagnos': 1.216, 'symptom': 1.212, 'caus': 1.144, 'trientin': 1.083, 'dpencillamin': 1.036, 'gagoogleaddslotcapub6958755572607374': 1.025} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,golf instruction ,0.0054,2,onfields.topn3.10.4.0.qld,0.0091,"{'instruct': 2, 'golf': 2, 'swing': 1.27, 'tip': 1.18, 'profession': 1.071, 'lesson': 1.061, 'pga': 1.049, 'instructor': 1.048, 'exercis': 1.022, 'cbc283': 1.015, 'academi': 1.0} ",wiki.topn3,0.0074,golf instruction golf instructors list of men s major championships winning golfers scott simpson  golfer  Golf instruction ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,uss cole ,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,how has african american music influence history ,0.0229,2,tagmee.topn3,0.0235,african american music influence history African Americans African American music Music Social influence History ,conceptluster.topn5.3.qld,0.0235,african american music influence history history music african americans social influence african american music ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,bewitched cast ,0.0,6,onfields.topn3.10.4.0.qld,0.0003,"{'cast': 2, 'tv': 2.0, 'bewitch': 2, 'var': 1.699, 'iftypeof': 1.313, 'documentwrit': 1.265, 'dfpkeyvalu': 1.169, 'dfprsiseg': 1.133, 'mywrapperzon': 1.096, 'languagejavascript': 1.096, 'televis': 1.084} ",relevancefeedback.topn10.qld,0.0002,bewitched cast tv juli bewitch movi       film her studio ,docluster.topn10.3.qld,0.0002,bewitched cast movi her ,bertqe.topn10.qld,0.0002,"{'bewitched cast': 1.5, 'href  tvbewitchedcastep00000555  title  cast   cast  a   li   li id  zcscrecaps  class  zcscmenu   ': 1.0, 'shows    8220  bewitched   8221   ferrell plays': 0.9224137931034483, 'id  zcshowcardcastcrewh   cast  nbsp  bewitched  h2   ul id  zcshowcardcastcrew    li  ': 0.9051724137931034, 'kam williams  h4   p    bewitched  i   19641972   starring elizabeth': 0.8793103448275862, 'bewitched  1956   yambao   moria': 0.8706896551724138} ",rm3.topn10.10.0.5.qld,0.0001,kidman tv jack isabel movi she witch cast bewitch film ,termluster.topn5.3.qld,0.0001,bewitched cast get new show ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,mister rogers ,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,game theory ,0.0448,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,view my internet history ,0.0118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,ketogenic diet ,0.0397,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,nasa interplanetary missions ,0.0585,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,hayrides in pa ,0.0597,1,bertqe.topn10.qld,0.0616,"{'hayrides in pa': 1.5, 'hayrides pa  bucks county': 1.0, 'haunted hayrides pa  haunted': 1.0, 'hayride nj  hayrides pa ': 1.0, 'pa  haunted hayrides': 1.0, 'pa  haunted hayrides pa ': 0.5} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,where to find morel mushrooms ,0.0693,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,magnesium rich foods ,0.0135,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,common schizophrenia drugs ,0.0206,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,carotid cavernous fistula treatment ,0.0213,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,fidel castro ,0.0216,1,glove.topn3,0.0224,fidel castro castro cuban fidel cuban ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,benefits of yoga ,0.0007,4,rm3.topn10.10.0.5.qld,0.0017,class yoga vinyasa benefit kundalini pose medit hatha ashtanga postur ,adaponfields.topn3.exgov2.4.0.25.10.4.0.qld,0.0012,"{'of': 2, 'benefit': 2, 'yoga': 2, 'medit': 1.737, 'breath': 1.298, 'path': 1.298, 'exercis': 1.158, 'httpwww4womangov': 1.053, 'wwwyogasitecom': 1.053, 'stressreduct': 1.035, '37yearold': 1.035, '1800994woman': 1.035, '18882205446': 1.035} ",thesaurus.topn3,0.001,benefits yoga  aid asset  ,onfields.topn3.10.4.0.qld,0.0008,"{'of': 2, 'benefit': 2, 'yoga': 2, 'hatha': 1.082, 'pose': 1.074, 'postur': 1.051, 'ashtanga': 1.04, 'vinyasa': 1.03, 'googleadwidth': 1.006, 'googlecolorbord': 1.006, 'hentri': 1.0, 'entrysummari': 1.0} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,norway spruce ,0.0167,1,onfields.topn3.10.4.0.qld,0.0333,"{'norway': 2, 'spruce': 2, 'sitka': 1.163, 'cultivar': 1.137, 'floridata': 1.1, 'functionvalu': 1.062, 'picea': 1.062, 'googleadcli': 1.05, 'googleadheight': 1.05, 'googleadwidth': 1.05, 'christmastreemancouk': 1.012} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,sangre de cristo mountains ,0.0016,4,thesaurus.topn3.replace,0.0455,sangre de cristo  bluff cliff ,adaponfields.topn3.exgov2.4.0.25.10.4.0.qld,0.0038,"{'mountain': 2, 'de': 2, 'cristo': 2, 'geolog': 2.0, 'sangr': 2, 'colorado': 1.849, 'minturn': 1.379, 'quartz': 1.338, 'arkos': 1.274, 'lindsey': 1.269, 'detrit': 1.205, 'plagioclas': 1.174, 'soullier': 1.114} ",termluster.topn5.3.qld,0.0024,sangre de cristo mountains san peak nation area colorado lui sangr san peak ,wiki.topn3,0.002,sangre de cristo mountains landforms of mora county  new mexico landforms of taos county  new mexico wheeler peak  new mexico  Sangre de Cristo Mountains ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,history of the electronic medical record ,0.0223,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,educational advantages of social networking sites ,0.003,5,conceptluster.topn5.3.qld,0.0066,educational advantages social networking sites educational game social networking service ,sensedisambiguation.replace,0.0057,educational advantage of social network web site ,onfields.topn3.10.4.0.qld,0.0047,"{'site': 2, 'of': 2, 'advantag': 2, 'educ': 2, 'network': 2, 'social': 2, 'jonggunle': 1.057, '20091009': 1.038, '20091010': 1.025, 'allowscriptaccessalway': 1.018, 'wmodetranspar': 1.018, 'pluginspagehttpwwwmacromediacomgogetflashplay': 1.018, 'typeapplicationxshockwaveflash': 1.018, 'srchttps1daumcdnnetcfstistoryv0blogscriptcopytrackback': 1.018, 'anothercategori': 1.0} ",relevancefeedback.topn10.qld,0.0032,educational advantages of social networking sites network us ,docluster.topn10.3.qld,0.0032,educational advantages of social networking sites us network ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,flowering plants ,0.003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,how to tie a windsor knot ,0.0366,9,onfields.topn3.10.4.0.qld,0.0651,"{'a': 2, 'to': 2, 'how': 2, 'windsor': 2, 'tie': 2, 'knot': 2, 'var': 1.136, 'alinkimag': 1.056, 'documentgetelementbyidavideolink': 1.056, 'alinkhrefjavascriptpoptast': 1.028, 'documentgetelementbyidavideolinkimag': 1.028, 'eloptionselselectedindexvalu': 1.028, 'alinkimagehrefjavascriptpoptast': 1.028, '2tieatiecom': 1.014} ",termluster.topn5.3.qld,0.0506,tie windsor knot end half knot end half knot end half narrow ,anchor.topn3,0.0498,tie windsor knot pikajuna päivään  mochtar romanceada  k code   windsor    sub    sub   three twist knot stein ,conceptnet.topn3,0.0494,tie windsor knot ,conceptnet.topn3.replace,0.0494,tie windsor knot ,word2vec.topn3,0.0438,tie windsor knot middleton kensington lancaster gordian ,glove.topn3,0.0382,tie windsor knot http   www co mo md us vwahr ,tagmee.topn3,0.0374,tie windsor knot Necktie Windsor knot ,conceptluster.topn5.3.qld,0.0374,tie windsor knot necktie windsor knot ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,recycling lead acid batteries ,0.015,6,thesaurus.topn3,0.026,recycling lead acid batteries  convert reclaim  advantage edge  acerbic biting  array batch ,sensedisambiguation,0.0255,recycling recycle lead tip acid batteries battery ,wiki.topn3,0.0219,recycling lead acid batteries waste management concepts environmental health recycling Recycling motor vehicle batteries thermoplastic seal  mechanical  Lead acid battery ,sensedisambiguation.replace,0.019,recycle tip acid battery ,wiki.topn3.replace,0.0174,waste management concepts environmental health recycling Recycling motor vehicle batteries thermoplastic seal  mechanical  Lead acid battery ,glove.topn3,0.0171,recycling lead acid batteries waste sulfuric rechargeable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
